;country;year;iso_code;population;gdp;biofuel_cons_change_pct;biofuel_cons_change_twh;biofuel_cons_per_capita;biofuel_consumption;biofuel_elec_per_capita;biofuel_electricity;biofuel_share_elec;biofuel_share_energy;carbon_intensity_elec;coal_cons_change_pct;coal_cons_change_twh;coal_cons_per_capita;coal_consumption;coal_elec_per_capita;coal_electricity;coal_prod_change_pct;coal_prod_change_twh;coal_prod_per_capita;coal_production;coal_share_elec;coal_share_energy;electricity_demand;electricity_generation;electricity_share_energy;energy_cons_change_pct;energy_cons_change_twh;energy_per_capita;energy_per_gdp;fossil_cons_change_pct;fossil_cons_change_twh;fossil_elec_per_capita;fossil_electricity;fossil_energy_per_capita;fossil_fuel_consumption;fossil_share_elec;fossil_share_energy;gas_cons_change_pct;gas_cons_change_twh;gas_consumption;gas_elec_per_capita;gas_electricity;gas_energy_per_capita;gas_prod_change_pct;gas_prod_change_twh;gas_prod_per_capita;gas_production;gas_share_elec;gas_share_energy;greenhouse_gas_emissions;hydro_cons_change_pct;hydro_cons_change_twh;hydro_consumption;hydro_elec_per_capita;hydro_electricity;hydro_energy_per_capita;hydro_share_elec;hydro_share_energy;low_carbon_cons_change_pct;low_carbon_cons_change_twh;low_carbon_consumption;low_carbon_elec_per_capita;low_carbon_electricity;low_carbon_energy_per_capita;low_carbon_share_elec;low_carbon_share_energy;net_elec_imports;net_elec_imports_share_demand;nuclear_cons_change_pct;nuclear_cons_change_twh;nuclear_consumption;nuclear_elec_per_capita;nuclear_electricity;nuclear_energy_per_capita;nuclear_share_elec;nuclear_share_energy;oil_cons_change_pct;oil_cons_change_twh;oil_consumption;oil_elec_per_capita;oil_electricity;oil_energy_per_capita;oil_prod_change_pct;oil_prod_change_twh;oil_prod_per_capita;oil_production;oil_share_elec;oil_share_energy;other_renewable_consumption;other_renewable_electricity;other_renewable_exc_biofuel_electricity;other_renewables_cons_change_pct;other_renewables_cons_change_twh;other_renewables_elec_per_capita;other_renewables_elec_per_capita_exc_biofuel;other_renewables_energy_per_capita;other_renewables_share_elec;other_renewables_share_elec_exc_biofuel;other_renewables_share_energy;per_capita_electricity;primary_energy_consumption;renewables_cons_change_pct;renewables_cons_change_twh;renewables_consumption;renewables_elec_per_capita;renewables_electricity;renewables_energy_per_capita;renewables_share_elec;renewables_share_energy;solar_cons_change_pct;solar_cons_change_twh;solar_consumption;solar_elec_per_capita;solar_electricity;solar_energy_per_capita;solar_share_elec;solar_share_energy;wind_cons_change_pct;wind_cons_change_twh;wind_consumption;wind_elec_per_capita;wind_electricity;wind_energy_per_capita;wind_share_elec;wind_share_energy
7267;Finland;1994;FIN;5088491;1,26179E+11;;0;0;0;1279,17;6,47;23,17;0;;33,54;27,28;15241,53;86,16;2753,16;14,38;;0;0;0;25,58;25,39;72,18;66,04;35,53;20,16;25,05;68598,49;14,46;22,47;26,33;5503,42;28,34;46856,09;244,57;51,26;73,03;16,22;3,36;31,47;1273,36;6,43;6193,04;;0;0;0;22,16;9,16;;-20,53;-20,34;48,14;2332,33;12,19;6858,41;33,02;25,25;-8,27;-17,08;120,39;7422,36;37,7;21758,19;64,14;42,37;6,54;10,01;-10,34;-8,02;57,04;3825,01;19,43;10835,33;39,01;28,12;13,08;12,26;129,39;1480,21;7,53;25428,51;;0;0;0;18,52;38,09;30,38;6,47;0;8,51;11,18;1279,17;0;4067,21;23,17;0;20,12;12910,38;349,56;-7,05;-9,07;63,35;3597,36;18,27;10922,45;40,54;30,04;23,36;0;0,02;0;0;7,16;0;0,01;75;0,09;0,21;17,05;0,01;5,08;0,15;0,06
7268;Finland;1995;FIN;5107942;1,31585E+11;;0;0;0;1295,03;7,01;15,22;0;;-20,02;-23,51;13431,44;78,05;2170,33;11,07;;0;0;0;21,46;30,19;72,45;64,04;38,18;-15,18;-21,28;65142,47;10,49;-11,25;-28,23;4950,18;25,27;42857,18;232,14;39,46;77,56;17,05;1,21;33,08;1313,19;7,03;6398,28;;0;0;0;15,53;22,42;;19,55;9,05;41,39;2536,52;13,33;7486,47;23,11;19,07;3,25;6,55;127,34;7592,21;39,17;22293,49;60,54;37,44;8,41;21,08;-2,26;-9,59;62,46;3774,48;19,22;10685,28;30,12;22,27;-11,17;-24,42;126,29;1482,06;7,57;23029,32;;0;0;0;24,41;40,35;22,34;7,01;0;5,32;7,36;1295,03;0;4140,04;15,22;0;6,34;12542,39;344,07;7,38;16,54;64,48;3833,13;19,55;11631,24;38,48;30,57;18,31;0;0,02;0;0;8,05;0;0,01;59,23;0,12;0,33;16,58;0,01;12,08;0,16;0,01
7269;Finland;1996;FIN;5124717;1,36505E+11;;0;0;0;1154,32;6,29;16,09;0;;21,36;15,22;15959,23;93,27;2956,47;15,12;;0;0;0;34,13;31,46;73,04;69,38;27,59;11,13;26,31;67812,04;11,06;22,51;26,38;6280,26;32,14;46506,57;243,11;51,25;77,43;14,19;9,29;37,09;1669,39;8,51;6678,59;;0;0;0;16,26;22,59;;-8,24;-5,29;35,07;2318,34;12,26;6847,43;18,34;11,33;-18,31;-15,46;111,48;7278,22;37,24;21305,02;64,15;37,57;4,06;5,11;6,53;12,18;59,23;3804,06;19,48;10794,45;29,17;30,04;5,28;17,26;128,15;1669,39;8,51;23884,14;;0;0;0;16,26;38,38;31,19;6,29;0;-24,41;-6,55;1154,32;0;3672,39;16,09;0;5,41;13543,08;354,59;-11,07;-12,24;68,04;3474,17;18,16;10525,56;34,58;23,33;22,24;0;0,03;0;0;9,27;0;0,01;0;0;0,33;16,51;0,01;11,47;0,14;0,09
7270;Finland;1997;FIN;5139944;1,45148E+11;;0;0;0;1535,36;8,29;17,48;0;;-9,43;-9,19;15079,28;84,08;2499,22;13,24;;0;0;0;27,26;37,13;77,21;69,16;31,02;7,51;19,02;68557,32;9,08;-15,15;-7,06;5484,36;28,12;45069,13;241,51;50,59;77,19;-11,12;-9,11;43,38;1346,56;7,28;6552,14;;0;0;0;24,48;18,06;;6,41;1,13;39,19;2386,49;12,24;7054,53;28,38;14,33;13,47;20,22;121,13;7992,42;41,04;23497,48;64,41;38,21;8,05;10,36;11,41;4,24;63,47;4068,07;21,29;11543,28;33,25;29,45;-8,43;-2,19;129,44;1638,19;8,4;23460,25;;0;0;0;14,26;34,22;25,19;8,29;0;49,36;12,31;1535,36;0;4901,17;17,48;0;9,28;13461,39;358,21;20,38;15,59;68,23;3924,36;20,15;11954,19;31,15;24,17;23,14;0,01;0,04;0;0;11,35;0;0,01;63,05;0,18;0,05;17,51;0,02;10,18;0,29;0,14
7271;Finland;1998;FIN;5153548;1,53138E+11;;0;0;0;1816,43;9,33;13,3;0;;-32,38;-27,49;12331,34;71,59;1551,26;8,34;;0;0;0;16,19;24,24;79,46;70,15;34,51;9,07;25,24;70684,15;8,19;-11,34;-16,05;4646,42;23,9;44220,36;241,26;34,07;71,19;23,21;18,58;46,56;1718,22;9,22;7487,42;;0;0;0;21,33;10,58;;37,46;13,06;52,26;2925,18;15,05;8650,24;28,34;15,39;23,48;25,48;142,19;8980,39;46,25;26463,35;66,33;44,21;9,31;22,57;4,59;14,01;62,08;4252,17;22,25;12034,21;33,28;17,24;9,17;8,26;138,11;1392,33;7,14;24416,59;;0;0;0;12,58;42,55;42,13;9,33;0;22,34;14,03;1816,43;0;5781,35;13,3;0;10,59;13627,22;368,04;23,06;27,27;74,37;4744,03;24,4;14444,56;47,03;26,58;21,54;0;0,04;0;0;12,21;0;0,01;39,54;0,18;1,08;17,41;0,02;16,17;0,29;0,19
7272;Finland;1999;FIN;5165500;1,60062E+11;;0;0;0;1618,43;8,36;12,36;0;;-4,46;-17,13;11928,04;70,26;1742,49;9,35;;0;0;0;26,45;20,58;80,58;69,46;34,45;-16,48;-8,35;69145,26;5,51;-3,58;-9,02;4898,28;25,3;44011,15;232,24;43,04;64,05;1,53;0,44;38,58;1860,29;9,54;7481,03;;0;0;0;25,15;23,22;;-16,29;-17,55;38,19;2475,47;13,18;7330,08;24,39;19,41;-12,46;-15,14;142,45;8549,26;44,16;25134,08;72,36;36,35;11,12;13,8;5,13;6,01;68,09;4459,31;23,37;12621,28;34,09;22,13;2,44;7,28;129,59;1324,02;7,21;24633,29;;0;0;0;22,24;45,09;37,36;8,36;0;-16,33;-4,36;1618,43;0;5171,33;12,36;0;14,55;13461,07;359,29;-15,51;-21,15;74,36;4105,36;21,19;12528,21;38,27;19,38;20,15;0;0,04;0;0;13,31;0;0,01;113,43;1,17;2,25;10,08;0,05;28,05;1,12;0,41
7273;Finland;2000;FIN;5176208;1,69209E+11;;0;0;0;1671,56;9,04;12,38;0;269,19;-5,26;-6,58;11268,33;63,27;1643,17;8,49;;0;0;0;14,45;20,02;82,07;70,19;39,06;9,09;17,01;69377;4,02;-7,31;-5,41;4624,15;24,33;43306,41;226,43;38,49;69,02;4,31;1,23;39,41;1957,31;10,13;7624,22;;0;0;0;22,35;26,14;18,25;15,11;14,19;48,49;2835,09;15,06;8386,33;21,06;13,11;16,47;7,02;149,47;8871,48;46,26;26070,59;76,51;46,38;12,28;23,06;-4,35;-7,45;76,04;4357,47;22,48;12323,03;35,31;29,42;-9,52;-12,33;133,06;1039,08;5,31;24424,4;;0;0;0;17,09;38,25;36,38;9,04;0;8,01;14,41;1671,56;0;5339,29;12,38;0;18,19;13496,03;359,11;15,11;14,46;73,42;4517,22;23,38;13748,36;33,5;32,36;14,41;0;0,05;0;0;0,9;0;0,01;62,04;1,26;3,51;22,35;0,08;53,19;1,55;1,04
7274;Finland;2001;FIN;5188007;1,73703E+11;;0;0;0;1595,01;8,27;13,12;0;302,55;34,11;14,42;13601,45;78,09;2046,41;11,01;;0;0;0;18,42;22,32;84,25;74,29;32,22;4,48;20,04;70728,38;3,52;19,14;15,02;5789,52;30,38;45740,15;241,45;45,55;75,14;8,5;3,35;43,16;2257,34;12,09;8243,26;;0;0;0;27,16;21,55;22,3;-24,25;-13,16;51,13;2544,33;13,2;7485,53;29,48;19,33;-3,35;-10,38;139,09;8554,12;44,31;24988,15;69,45;40,26;10,36;24,42;6,08;6,55;67,19;4404,09;23,17;12382,44;31,05;25,18;-2,29;-2,39;124,36;1485,37;8,08;23910,46;;0;0;0;15,38;46,27;32,45;8,27;0;-4,25;-3,52;1595,01;0;5100,48;13,12;0;10,17;14328,25;380,54;-20,48;-17,33;65,41;4165,44;21,54;12621,12;44,34;30,48;9,22;0;0,05;0;0;16,11;0;0,01;-14,16;-0,25;3,26;21,13;0,07;49,39;1,34;0,56
7275;Finland;2002;FIN;5200588;1,7675E+11;;0,07;8,11;0,07;1738,51;9,39;12,03;0,02;341,07;18,57;7,42;14733,33;85,51;2458,54;13,11;;0;0;0;17,08;32,49;87,05;75,13;40,38;8,31;15,34;70923,22;3,26;14,02;9,09;6276,41;32,6;47305,16;261,15;53,24;77,42;-11,42;-0,3;42,46;2240,46;12,03;8171,41;;0;0;0;24,23;19,34;24,5;-24,35;-7,34;38,33;2086,02;11,18;6048,39;21,05;16,49;-19,38;-19,35;135,13;8101,07;42,13;23618,04;62,16;37,58;12,32;25,36;-3,39;-13,33;69,26;4303,17;22,3;12015,29;43,01;31,34;7,28;16,48;141,24;1592,42;8,26;24415,43;;0;0;0;11,53;40,58;39,34;9,39;0;19,08;6,49;1738,51;0;5524,58;12,03;0;20,01;14369,53;380,48;-22,38;-6,02;65,47;3813,03;20,23;11618,15;34,56;22,05;20,26;0;0,05;0;0;1,47;0;0,01;-17,31;-0,19;3,07;19,57;0,06;36,32;0,08;0,51
7276;Finland;2003;FIN;5212991;1,80408E+11;500;0,37;17,28;0,45;1804,51;9,38;13,36;0,11;387,05;37,29;19,01;18342,59;104,52;3703,38;19,25;;0;0;0;36,55;27,25;89,33;84,08;36,56;8,34;26,16;75764,07;5,09;14,48;37,18;8119,05;42,29;52495,21;282,52;54,57;73,37;21,32;4,54;47;2669,44;14,25;9030,38;;0;0;0;23,52;26,01;32,07;-26,37;-13,38;40,35;1849,35;9,59;5347,06;17,46;7,43;-11,33;-8,38;126,35;8024,31;42,19;23284,26;60,43;42,03;5,25;12,34;16,56;13,33;67,19;4364,21;23,13;12149,09;27,34;16,18;6,32;5,16;131;1777,03;9,19;25137,24;;0;0;0;11,33;35,51;44,41;9,38;0;9,44;5,06;1804,51;0;5750,38;13,36;0;16,41;16143,37;409,28;-4,07;-6,31;59,16;3656,25;19,06;11150,57;33,09;25,46;12,44;0,01;0,06;0;0;3,47;0;0,02;50,12;1,23;0,27;21,25;0,09;63,18;1,47;1,08
7277;Finland;2004;FIN;5228143;1,87632E+11;27,07;0,07;25,07;0,52;2010,45;10,44;15,16;0,13;345,53;-12,41;-20,53;16432,17;99,39;3171,36;16,5;;0;0;0;23,36;34,58;90,47;85,6;34,14;-7,04;-12,14;75229,12;3,36;-14,03;-25,09;7124,9;37,25;48446,55;257,43;51,36;70,47;-4,06;-2,12;45,28;2450,04;13,15;8673,38;;0;0;0;28,55;19,34;28,41;59,02;16,01;50,05;2889,57;15,07;8307,22;27,05;11,43;26,16;28,36;155,11;9248,25;48,35;26782,13;64,04;44,53;5,27;11,23;-1,06;-7,24;75,35;4356,51;23,12;12026,18;35,02;31,13;-18,56;-22,36;124,03;1530,18;8;23372,17;;0;0;0;14,46;31,55;38,25;10,44;0;16,04;9,25;2010,45;0;6377,14;15,16;0;15,54;16387,27;397,14;34,4;19,08;79,36;4907,14;26,03;14771,36;44,42;20,02;21,49;0,01;0,07;0;0;6,01;0;0,02;35,42;1,17;5,47;37,53;0,12;71,31;0,14;1,28
7278;Finland;2005;FIN;5246070;1,92989E+11;-100;-0,52;0;0;1825,06;9,51;21,42;0;255,59;-36,16;-41,51;10519,51;57,49;1239,23;6,5;;0;0;0;13,02;15,43;87,34;70,33;26,47;-9,08;-46,46;68160,28;15,13;-25,07;-30,06;4508,06;23,6;42573,44;227,37;42,16;69,27;-16,23;-4,25;41,43;2141,05;11,23;7897,34;;0;0;0;31,08;20,47;18,14;-16,51;-18,56;46,49;2638,08;14,18;7532,52;28,53;11,39;-3,43;-5,7;138,31;8908,02;47,13;25602,26;73,24;46,13;17,01;26,56;9,23;3,07;78,42;4446,42;23,27;12197,49;34,27;31,44;4,13;13,15;137,18;1133,33;6,27;24151,14;;0;0;0;13,46;35,43;36,05;9,51;0;-22,43;-3,36;1825,06;0;5788,13;21,42;0;16,13;13409,46;366,08;-18,25;-19,48;75,28;4486,19;23,46;13420,17;38,57;20,07;18,16;0,01;0,08;0;0;8,16;0;0,02;44,34;0,14;8,07;38,45;0,17;104,38;4,02;2,16
7279;Finland;2006;FIN;5266249;2,00964E+11;;0,07;7,54;0,07;2063,35;11,21;15,55;0,02;347,52;58,44;46,25;16360,03;88,34;3114,39;16,33;;0;0;0;34,02;29,44;93,45;82,05;34,53;11,22;41,05;72833,15;16,08;20,19;30,07;6966,49;37,08;48108,01;257,44;55,44;66,43;20,39;3,25;44,28;2346,06;12,32;8412,22;;0;0;0;15,15;20,06;28,09;-26,16;-18,45;43,44;2194,39;11,49;6212,31;14,04;16,48;-17,09;-4,43;133,48;8615,24;45,37;24740,53;59,56;48,57;11,4;15,19;-10,28;-7,39;71,03;4355,45;23,31;11880,37;42,22;21,08;-3,22;-16,48;123,25;1537,24;8,03;23341,51;;0;0;0;22,07;32,33;34,52;11,21;0;24,25;6,35;2063,35;0;6555,08;15,55;0;9,01;15585,51;391,32;-7,58;-12,44;78,24;4278,55;22,46;12860,14;33,14;27,49;28,43;0,02;0,01;0;0;14,46;0;0,03;-14,55;-0,44;7,23;36,22;0,16;85,34;3,15;1,55
7280;Finland;2007;FIN;5288694;2,11541E+11;100;0,07;15,35;0,15;1887,12;10,35;16,56;0,04;317,55;-14,32;-17,21;15389,26;86,53;2631,57;14,29;;0;0;0;19,45;25,46;93,48;81,32;35,47;-5,44;-1,32;72280,38;14,27;-15,12;-8,11;6285,41;33,18;46563,34;249,33;41,03;71,01;-15,18;-3,32;41,36;2007,52;10,56;7757,43;;0;0;0;13,05;21,57;25,58;28,48;13,24;41,28;2684,11;14,18;7593,59;25,43;18,09;9,09;17,32;136,38;9039,24;48,14;25717,01;74,37;44,39;12,56;20,16;6,17;1,12;72,15;4433,14;23,42;12020,31;43,42;26,29;14,14;1,49;123,9;1661,31;9,13;23432,03;;0;0;0;23,08;38,58;43,58;10,35;0;-22,44;-14,22;1887,12;0;6019,07;16,56;0;13,15;15309,22;385,12;12,59;5,14;79,04;4606,09;24,32;13696,32;30,54;19,35;25,05;0,01;0,11;0;0;2,38;0;0,03;21,53;0,09;8,53;50,26;0,19;112,13;3,55;2,19
7281;Finland;2008;FIN;5313358;2,13225E+11;5664,28;14,03;167,26;14,17;1962,31;10,4;13,51;3,53;273,36;-35,15;-24,09;11691,11;62,44;1611,22;8,5;;0;0;0;11,42;29,57;90,15;77,38;43,05;-12,44;-24,37;69363,04;13,08;-11,28;-30,45;4946,18;26,25;42103,02;234,28;34,1;71,43;6,07;15,21;55,41;2075,9;11,03;7884,05;;0;0;0;19,28;17,05;20,15;31,42;23,38;49,26;3223,06;17,11;9050,36;25,47;13,49;8,28;21,48;157,27;9557,35;51,13;27260,02;65,9;43,57;13,17;17,48;-17,25;-11,49;76,07;4324,04;23,36;11653,27;42,46;16,8;-8,38;-6,16;131,44;1276,17;7,12;22543,25;;0;0;0;9,13;40,21;36,34;10,4;0;12,38;8,16;1962,31;0;6266,27;13,51;0;9,13;14488,14;376,16;28,05;17,56;82,9;5226,45;28,17;15606,33;37,14;30,17;3,49;0;0,11;0;0;3,26;0;0,03;42,34;3,19;12,12;63,33;0,26;138,18;5,38;3,19
7282;Finland;2009;FIN;5338813;1,95737E+11;79,35;9,49;285,51;8,27;1638,15;9,13;14,42;7,04;298,58;11,59;7,26;11717,17;62,49;2096,13;11,13;;0;0;0;23,26;18,31;84,27;72,18;38,14;-13,23;-30,28;63926,17;13,24;-19,12;-26,28;4973,16;26,55;39847,33;223,41;52,28;67,23;-22,26;-12,21;37,38;1839,36;10,22;7010,17;;0;0;0;24,21;25,53;20,45;-39,25;-22,58;42,08;2391,33;13,09;6636,12;28,19;16,21;-18,02;-16,22;137,47;8472,32;45,23;24090,09;63,12;48,17;12,09;20,55;9,54;1,14;63,47;4412,47;23,53;11811,11;45,01;25,53;-18,09;-21,33;125,51;1063,22;5,6;21134,1;;0;0;0;20,22;33,06;41,41;9,13;0;-16,57;-10,33;1638,15;0;5226,17;14,42;0;10,49;13459,37;345,48;-21,54;-17,36;65,54;4073,34;21,7;12278,59;33,51;22,24;16,37;0,01;0,12;0;0;6,18;0;0,04;9,01;0,04;12,53;59,26;0,28;155,41;0,39;3,46
7283;Finland;2010;FIN;5363279;2,01743E+11;-4,06;-0,04;269,52;8,23;2051,31;11,37;23,54;6,29;329,29;31,01;23,15;14728,32;93,25;2711,28;14,54;;0;0;0;19,38;25,17;91,24;80,34;29,49;21,11;30,03;69232,41;2,24;21,09;35,33;6221,16;33,36;44274,03;243,33;49,44;78,37;18,07;4,32;41,3;2106,42;11,26;7708,33;;0;0;0;14,15;13,03;26,23;2,26;7,18;49,26;2424,14;13,32;6692,29;17,22;10,06;16,01;5,31;147,57;8768,26;47,38;24974,26;65,56;37,03;10,5;20,19;-4,26;-2,32;72,06;4251,13;22,8;11332,06;34,19;21,55;17,04;9,37;119,48;1418,45;7,56;21852,36;;0;0;0;9,41;40,17;35,32;11,37;0;26,05;9,31;2051,31;0;6544,32;23,54;0;16,15;14989,41;375,51;11,16;17,31;75,51;4515,16;24,18;13657,59;31,37;30,47;21,55;0,01;0,13;0;0;9,33;0;0,04;12,36;0,44;13,37;55,11;0,29;157,14;6,01;0,22
7284;Finland;2011;FIN;5388173;2,07082E+11;60,36;11,44;404,23;4,27;2086,05;11,24;20,53;10,13;279,47;-30,41;-27,28;11910,14;65,58;1816,26;10,18;;0;0;0;18,59;23,23;87,06;73,21;38,35;-17,35;-27,08;64954,57;2,09;-17,26;-31,27;4806,29;26,24;39883,51;227,46;39,56;67,32;-21,02;-5,18;36,12;1767,01;9,45;6712,31;;0;0;0;27,08;15,22;20,46;-14,31;-9,54;39,32;2320,16;12,45;6381,52;17,06;22,31;5,33;1,2;136,37;8798,57;47,37;25086,41;75,44;48,08;14,25;30,09;12,37;10,54;61,38;4317,31;23,19;11402,46;42,16;26,01;-5,22;-2,58;123,48;1238,41;7,01;21276,48;;0;0;0;9,29;44,27;49,56;11,24;0;9,46;14,24;2086,05;0;6677,02;20,53;0;14,18;13589,45;364,23;13,11;9,06;84,57;4497,06;24,18;13683,55;33,28;22,07;24,58;0,01;0,15;15,16;0,01;13,54;0,14;0,04;72,23;8,31;6,28;90,24;0,48;253,45;10,56;0,38
7285;Finland;2012;FIN;5413865;2,04128E+11;-3,19;-0,24;407,17;4,02;2080,42;11,2;31,19;10,23;237,15;-19,56;-21,16;9707,32;60,22;1318,28;7,1;;0;0;0;10,13;22,01;87,53;70,09;32,02;-13,45;-16,44;62893,29;12,08;-9,46;-25,22;3433,01;18,54;35927;202,24;33,32;57,13;-20,19;-6,55;46,45;1244,44;7,13;5900,59;;0;0;0;19,02;15,23;16,09;42,49;25,55;49,47;3117,46;17,26;8547,25;24,55;22,38;14,39;24,18;160,55;9535,08;51,55;26966,27;82,08;43,27;17,44;34,25;-14,23;-14,58;68,02;4254,24;23,39;11183,11;45,21;29,45;-18,54;-12,51;110,57;885,28;5,11;20341,01;;0;0;0;7,12;37,26;47,33;11,2;0;-6,39;-2,23;2080,42;0;6618,03;31,19;0;18,21;12952,29;347,39;25,16;23,36;92,53;5280,44;28,56;15798,55;52,28;26,45;15,52;0,01;0,16;15,07;0,01;17,12;0,14;0,05;13,26;0,27;6,55;98,28;0,49;255,57;11,39;6,38
7286;Finland;2013;FIN;5438873;2,0258E+11;11,19;3,54;435,48;7,56;2210,58;12,01;17,32;11,29;272,11;19,12;5,54;10680,43;58,41;1973,01;11,09;;0;0;0;16,01;32,21;87,09;71,38;43,02;6,34;6,42;62859,36;12,27;19,22;19,26;3999,31;22,14;37201,01;202,25;40,28;61,52;-7,07;-5,58;40,47;1248,42;7,19;5476,16;;0;0;0;18,26;19,31;18,44;-37,08;-14,56;50,31;2373,03;13,24;6439,59;18,09;13,57;-17,29;-12,44;148,11;9058,47;49,24;25658,35;75,12;53,48;16,11;20,02;13,33;5,15;73,17;4356,13;24,01;11351,21;37,23;19,02;4,38;11,24;122,22;787,11;4,26;21059,39;;0;0;0;6,02;33,5;43,41;12,01;0;11,01;11,49;2210,58;0;7057,17;17,32;0;14,37;13058,18;354,21;-21,06;-17,59;90,34;4718,13;26,03;14307,13;37,49;34,46;15,48;0,02;0,18;14,59;0,01;6,53;0,14;0,05;64,35;12,33;3,49;150,33;1,17;398,37;2,25;10,17
7287;Finland;2014;FIN;5461436;2,013E+11;116,12;13,29;934,59;5,45;2153,28;12,16;22,43;1,53;245,39;-16,06;-6,17;9538,51;52,25;1452,48;8,32;;0;0;0;12,08;27,54;86,18;68,21;29,15;-11,24;-27,18;60394,58;11,38;-19,04;-25,21;3297,22;18,35;34172,04;196,28;33,51;65,44;-20,04;-3,15;35,17;1022,03;5,52;4862,58;;0;0;0;8,14;8,52;16,06;4,35;6,03;40,54;2462,27;13,4;6653,07;31,41;11,04;12,44;13,44;146,15;9136,48;50,26;26222,58;81,49;49,56;18,37;35,49;-0,11;-7,17;65,59;4326,06;23,58;11225,02;46,54;27,46;-15,37;-13,35;108,47;826,19;4,51;19792,54;;0;0;0;16,51;44,39;45,56;12,16;0;-2,1;-13,25;2153,28;0;6873,32;22,43;0;17,21;12418,27;342,43;25,58;5,21;95,55;4826,21;26,28;14997,55;50,35;25,23;22,29;0,03;0,21;14,51;0,01;17,05;0,15;0,06;44,42;14,51;18,39;207,03;1,11;552,23;11,37;15,09
7288;Finland;2015;FIN;5479457;2,01844E+11;-0,05;-0,02;923,45;5,42;2086,28;11,42;27,46;9,53;194,14;-24,46;-8,02;8118,05;50,45;940,39;5,12;;0;0;0;7,49;21,21;84,7;68,36;31,07;-4,42;-1,33;60038,17;11,29;-17,43;-22,35;2674,08;14,58;32110,55;189,34;26,28;60,54;-14,25;-14,18;36,39;964,39;5,2;4180,43;;0;0;0;17,07;21,56;13,07;27,47;22,24;47,38;3068,42;17,17;8245,23;32,52;14,13;9,18;22,45;153,02;9828,01;54,18;27927,26;89,12;54,46;16,34;23,52;-8,01;-4,51;61,09;4245,01;23,25;10971,28;34,11;22,24;8,23;9,03;108,59;784,29;4,26;19827,45;;0;0;0;9,52;33,17;43,33;11,42;0;-16,45;-2,23;2086,28;0;6662,51;27,46;0;12,24;12486,28;342,53;22,43;11,56;107,51;5572,12;30,53;16971,38;55,01;32,22;60,11;0,09;0,03;14,45;0,01;14,19;0,15;0,09;113,28;7,28;10,28;428,45;2,33;1144,22;9,48;16,06
7289;Finland;2016;FIN;5495217;2,0464E+11;-74,26;-6,31;336,29;14,51;2102,09;11,52;29,42;9,08;209,39;25,14;14,36;9273,22;65,21;1274,16;7,37;;0;0;0;12,58;19,02;87,43;68,48;35,26;10,38;5,19;60799,57;11,33;10,58;16,03;2706,39;15,27;33729,21;189,57;32,54;62,44;-16,07;-15,22;21,17;689,52;4,14;3653,48;;0;0;0;12,41;6,09;13,8;-18,02;-16,23;46,55;2878,48;15,8;7707,07;24,12;13,06;-17,07;-7,53;161,07;9767,37;54,01;27086,16;82,46;52,56;19,35;32,14;-3,01;-7,43;69,06;4235,14;23,2;10859,32;47,39;31,02;9,17;16,49;118,59;757,22;4,16;20810,35;;0;0;0;7,15;37,33;49,03;11,52;0;15,05;0,33;2102,09;0;6703,19;29,42;0;11,01;12473,27;335,23;-14,51;-4,17;92,01;5548,03;30,41;16242,22;50,47;37,34;96,24;0,29;0,59;4,04;0,02;11,15;0,29;0,18;44,45;16,46;11,33;569,08;3,07;1495,02;12,03;9,38
7290;Finland;2017;FIN;5508146;2,11331E+11;127,11;5,25;744,53;4,36;2155,55;12,26;18,07;4,54;193,19;-14,36;-8,36;8475,47;56,46;1077,39;6,26;;;;;20,11;18,15;87,55;67,12;40,01;-2,56;-20,27;59418,36;10,08;-7,52;-18,44;2391,04;13,17;31908,24;186,53;29,22;64,39;-20,09;-13,33;23,24;600,53;3,3;3327,14;;;;;19,17;5,6;13,04;-14,25;-18,24;44,11;2689,03;15,17;7151,14;22,05;12,14;13,48;13,57;159,23;9803,44;54,35;27510,12;86,18;51,01;20,43;28,35;-5,09;-5,25;63,41;4084,48;22,48;10421,1;41,12;26,02;-4,51;-12,16;122,23;728,13;4,01;20109,57;;;;;21,14;47,04;51,24;12,26;0;3,34;2,22;2155,55;0;6878,24;18,07;0;20,32;12194,49;330,36;12,21;19,21;95,42;5718,56;31,47;17087,33;60,46;40,38;133,14;0,07;2,09;10,17;0,05;30,19;1,14;0,39;60,55;13,08;24,41;879,21;5,19;2329,43;9,16;3,9
