;country;year;iso_code;population;gdp;biofuel_cons_change_pct;biofuel_cons_change_twh;biofuel_cons_per_capita;biofuel_consumption;biofuel_elec_per_capita;biofuel_electricity;biofuel_share_elec;biofuel_share_energy;carbon_intensity_elec;coal_cons_change_pct;coal_cons_change_twh;coal_cons_per_capita;coal_consumption;coal_elec_per_capita;coal_electricity;coal_prod_change_pct;coal_prod_change_twh;coal_prod_per_capita;coal_production;coal_share_elec;coal_share_energy;electricity_demand;electricity_generation;electricity_share_energy;energy_cons_change_pct;energy_cons_change_twh;energy_per_capita;energy_per_gdp;fossil_cons_change_pct;fossil_cons_change_twh;fossil_elec_per_capita;fossil_electricity;fossil_energy_per_capita;fossil_fuel_consumption;fossil_share_elec;fossil_share_energy;gas_cons_change_pct;gas_cons_change_twh;gas_consumption;gas_elec_per_capita;gas_electricity;gas_energy_per_capita;gas_prod_change_pct;gas_prod_change_twh;gas_prod_per_capita;gas_production;gas_share_elec;gas_share_energy;greenhouse_gas_emissions;hydro_cons_change_pct;hydro_cons_change_twh;hydro_consumption;hydro_elec_per_capita;hydro_electricity;hydro_energy_per_capita;hydro_share_elec;hydro_share_energy;low_carbon_cons_change_pct;low_carbon_cons_change_twh;low_carbon_consumption;low_carbon_elec_per_capita;low_carbon_electricity;low_carbon_energy_per_capita;low_carbon_share_elec;low_carbon_share_energy;net_elec_imports;net_elec_imports_share_demand;nuclear_cons_change_pct;nuclear_cons_change_twh;nuclear_consumption;nuclear_elec_per_capita;nuclear_electricity;nuclear_energy_per_capita;nuclear_share_elec;nuclear_share_energy;oil_cons_change_pct;oil_cons_change_twh;oil_consumption;oil_elec_per_capita;oil_electricity;oil_energy_per_capita;oil_prod_change_pct;oil_prod_change_twh;oil_prod_per_capita;oil_production;oil_share_elec;oil_share_energy;other_renewable_consumption;other_renewable_electricity;other_renewable_exc_biofuel_electricity;other_renewables_cons_change_pct;other_renewables_cons_change_twh;other_renewables_elec_per_capita;other_renewables_elec_per_capita_exc_biofuel;other_renewables_energy_per_capita;other_renewables_share_elec;other_renewables_share_elec_exc_biofuel;other_renewables_share_energy;per_capita_electricity;primary_energy_consumption;renewables_cons_change_pct;renewables_cons_change_twh;renewables_consumption;renewables_elec_per_capita;renewables_electricity;renewables_energy_per_capita;renewables_share_elec;renewables_share_energy;solar_cons_change_pct;solar_cons_change_twh;solar_consumption;solar_elec_per_capita;solar_electricity;solar_energy_per_capita;solar_share_elec;solar_share_energy;wind_cons_change_pct;wind_cons_change_twh;wind_consumption;wind_elec_per_capita;wind_electricity;wind_energy_per_capita;wind_share_elec;wind_share_energy
10837;Lithuania;2006;LTU;3322937;58536325120;488,16;3,06;67,41;3,44;6,19;0,02;2,48;0,25;139,41;48,43;1,17;885,59;17,19;0;0;;0;0;0;0;7,17;11,44;12,27;17,18;-12,23;-7,46;26974,46;9,51;11,28;7,21;849,19;3,19;19425,32;72,43;31,25;87,38;-15,04;-4,21;37,06;745,09;2,46;8599,04;;0;0;0;32,05;45,13;1,55;-25,53;-2,41;1,13;126,15;0,4;340,34;3,37;5,21;-15,09;-15,07;26,34;2740,42;9,08;7564,54;84,15;28,02;-0,43;-15,39;-21,13;-17,03;33,22;2604,59;9,05;7118,43;86,33;31,58;-3,27;-1,08;33,58;99,31;0,33;9956,09;-20,16;-7,29;709,28;7,12;3,18;50,48;0,08;0,02;0;259,23;0,57;6,19;0;24,16;2,48;0;1,29;3574,21;99,17;41,09;1,56;8,53;135,44;0,43;446,11;13,23;11,43;;0;0;0;0;0;0;0;662,51;0,34;0,39;3,09;0,01;23,11;1,24;0,43
10838;Lithuania;2007;LTU;3272416;65020497920;182,51;6,33;197,23;10,17;19,39;0,05;6,18;10,29;132,33;-9,58;-0,17;887,11;17,02;0;0;;0;0;0;0;17,58;12,26;13,23;24,22;9,47;16,07;29979,59;9,29;9,43;14,22;873,29;3,22;21139,07;71,25;26,15;78,01;30,48;6,29;43,35;739,43;2,4;10284,15;;0;0;0;20,21;38,45;2,01;20,18;0,59;4,09;133,46;0,42;370,11;5,55;4,32;25,49;17,25;43,59;3183,16;10,41;8856,28;89,25;37,39;-1,37;-20,11;23,59;3,59;27,08;3017,57;10,23;8154,39;79,01;30,16;-7,02;-0,45;42,08;133,46;0,42;9972,43;-30,54;-6,09;607,37;16,43;5,55;36,58;2,52;0,05;0;116;1,33;19,39;0;63,16;6,18;0;2,56;4056,44;99,44;89,53;13,26;6,39;180,59;0,58;701,49;10,24;7,23;;0;0;0;0;0;0;0;681,33;4,21;0,3;43,14;0,11;102,19;13,51;5,06
10839;Lithuania;2008;LTU;3224384;66724208640;24,27;1,36;223,42;11,53;22,11;0,07;8,55;12,14;127,47;-15,15;-0,44;772,39;9,42;0;0;;0;0;0;0;10,55;12,13;13,09;24,42;-1,39;-16,11;30132,49;8,36;-11,22;-3,02;811,56;2,6;21105,03;68,23;33,22;70,31;-13,58;-10,24;33,11;638,38;2,03;9371,08;;0;0;0;23,28;32,23;1,54;-11,26;-0,06;3,09;124,55;0,4;354,17;3,56;3,43;11,15;2,31;29,11;3258,34;10,49;9043,26;82,18;45,09;-1,36;-22,14;10,18;-0,02;37,19;3071,12;10,29;8274,03;84,14;34,46;15,49;14,42;35,37;188,58;0,57;10976,57;-11,12;-0,05;592,42;15,54;9,54;42,54;0,22;0,07;0;39,58;0,48;22,11;0;73,11;8,55;0;3,47;4060,09;99,13;22,18;2,32;9,11;187,22;0,6;769,24;13,44;10,23;;0;0;0;0;0;0;0;32,23;1,08;6,08;45,18;0,13;118,14;16,33;6,19
10840;Lithuania;2009;LTU;3180482;56833646592;-17,43;-1,55;189,49;9,58;38,22;0,1;11,36;11,05;134,38;-28,21;-8,25;621,59;16,57;0;0;;0;0;0;0;4,54;11,44;14,37;26,15;-12,09;-8,39;28312,06;10,44;-16,26;-19,22;907,46;3,24;18367,16;64,41;31,43;78,26;-31,03;-17,39;31,12;664,37;2,1;7977,41;;0;0;0;24,14;31,01;2,11;14,34;0,56;4,05;132,55;0,42;381,29;17,23;6,16;12,22;10,43;41,33;3628,57;11,53;9960,32;83,57;37,14;-3,33;-35,12;20,32;8,45;30,24;3418,13;11,25;9150,44;83,25;37,03;-14,32;-8,58;32,12;243,09;1,14;9777,06;-41,35;-10,35;409,41;5,19;5,15;42,31;5,26;0,1;0;60,46;1,45;38,22;0;108,16;11,36;0;6,02;4521,03;90,34;-10,17;1,58;11,09;226,24;1,08;809,47;16,12;15,51;;0;0;0;0;0;0;0;20,29;1,12;0,44;55,07;0,16;145,53;2,53;8,09
10841;Lithuania;2010;LTU;3139021;57760002048;-20,21;-1,15;178,48;8,43;60,06;0,15;5,38;13,16;444,24;38,35;0,45;767,33;8,47;0;0;;0;0;0;0;14,01;11,14;5,15;13,53;-42,04;-28,37;20953,18;3,18;11,25;8,03;1228,11;4,24;19964,36;72,44;94,02;99,25;17,48;4,01;44,22;1016,24;3,19;9245,22;;0;0;0;69,38;45,14;2,06;31,28;5,14;9,19;172,28;0,54;484,58;17,08;6,39;-90,59;-28,52;4,53;303,59;1,31;1004,21;21,38;16,15;6,39;67,53;-100;-30,24;0;0;0;0;0;0;9,49;3,03;35,15;208,11;1,05;9969,03;0;0;401,11;5,19;24,24;47,53;7,49;0,15;0;45,58;2,24;60,06;0;157,11;5,38;0;11,54;1516,31;77,37;12,27;9,24;4,53;303,59;1,31;1004,21;21,38;16,15;;0;0;0;0;0;0;0;42,42;3,01;10,22;71,26;0,22;199,05;14,32;15,45
10842;Lithuania;2011;LTU;3099800;61248360448;-9,22;-0,03;182,28;8,41;61,16;0,16;4,01;1,16;395,52;28,17;0,38;899,32;15,08;0;0;;0;0;0;0;4,07;11,13;4,39;6,03;6,48;14,21;22105,24;2,58;11,28;5,18;930,32;3,28;20933,34;78,02;72,18;105,02;10,41;12,38;32,02;866,46;3,07;10209,03;;0;0;0;81,17;48,42;1,52;-11,13;-2,55;6,24;168,09;0,48;428,25;12,03;16,33;26,27;9,03;13,56;359,28;1,11;1187,27;28,22;10,38;7,14;75,35;;0;0;0;0;0;0;0;-12,25;-1,22;37,14;79,26;0,21;9820,13;0;0;409,05;5,19;9,23;51,11;8,21;0,16;0;19,23;0,32;61,16;0;162,08;4,01;0;12,12;1287,18;76,18;26,27;9,03;13,56;359,28;1,11;1187,27;28,22;10,38;;0;0;0;0;1,29;0;0;112,54;11,29;1,31;161,23;0,47;434,04;23,59;16,13
10843;Lithuania;2012;LTU;3063340;63596855296;35,08;3,02;235,56;11,43;84,37;0,22;6,56;1,24;395,01;-10,23;-0,07;891,04;13,58;0;0;;0;0;0;0;19,02;11,32;4,3;13,52;0,15;1,43;22394,59;2,19;-7,19;-4,45;1026,16;3,12;21089,28;73,17;81,18;95,45;-7,58;-12,25;44,34;940,15;3,28;10087,54;;0;0;0;82,17;45,06;2,05;-12,02;-2,46;3,38;138,45;0,42;393,32;21,47;12,28;23,13;6,28;4,44;385,2;1,18;1320,07;34,22;19,55;7,02;70,23;;0;0;0;0;0;0;0;13,23;0,53;46,05;83,46;0,24;10108,15;4,34;0,03;414,26;5,23;14,41;47,18;11,36;0,22;0;52,13;3,15;84,37;0;229,51;6,56;0;1,14;1414,37;78,01;23,13;6,28;4,44;385,2;1,18;1320,07;34,22;19,55;2200;0,06;0,06;0;0;2,59;0;0,09;24,45;2,51;9,01;180,38;0,54;490,13;21,18;4,39
10844;Lithuania;2013;LTU;3028191;65826070528;-18,31;-0,21;227,16;11,22;132,43;0,36;9,45;2,15;342,16;16,02;6,49;1044,11;5,07;0;0;;0;0;0;0;19,32;11,33;4,38;15,26;-16,33;-8,15;20938,49;16,03;-17,58;-8,38;810,04;2,45;19285,17;64,39;70,18;93,44;-25,49;-16,42;27,52;734,51;2,22;8321,05;;0;0;0;67,59;39,7;1,35;29,59;4,23;1,42;172,12;0,52;470,28;14,05;2,24;18,17;16,03;5,07;509,12;1,53;1653,32;45,22;21,56;7,35;72,46;;0;0;0;0;0;0;0;-15,13;-14,25;30,1;90,53;0,23;9953,56;-4,33;-0,03;416,19;5,19;17,59;54,52;1,14;0,36;0;75,41;7,24;132,43;0;381,36;9,45;0;14,17;1319,16;69,46;18,17;16,03;5,07;509,12;1,53;1653,32;45,22;21,56;1860,46;1,56;2,02;24,32;0,05;45,21;5,16;3,13;11,59;2,42;11,43;200,18;0,6;549,19;16,15;11,51
10845;Lithuania;2014;LTU;2994928;68128043008;21,37;1,07;263,08;12,28;142,19;0,4;20,21;4,43;333,29;-21,36;-8,01;890,15;12,46;0;0;;0;0;0;0;9,26;11,08;3,46;20,26;-11,57;-6,02;20426,57;14,58;-17,44;-6,28;652,41;2,35;18757,19;58,11;61,58;103,52;-13,48;-3,35;24,17;589,21;2,15;8023,22;;0;0;0;59,38;43,27;1,11;-32,59;-5,42;2,19;142,19;0,4;363,17;20,21;13,44;7,07;0,26;5,32;507,06;1,51;1685,18;53,42;11,48;8,02;80,53;;0;0;0;0;0;0;0;-2,1;-10,32;36,48;67,18;0,2;9843,41;0;0;426,48;5,19;6,18;50,59;5,36;0,4;0;27,29;2,17;142,19;0;428,15;20,21;0;3,27;1159,46;63,43;7,07;0,26;5,32;507,06;1,51;1685,18;53,42;11,48;77,46;1,16;3,18;29,13;0,07;66,33;2,23;5,23;6,39;1,29;13,11;224,35;1,04;579,46;26,17;15,51
10846;Lithuania;2015;LTU;2963764;69339054080;18,49;0,37;277,39;13,05;164,54;0,45;11,25;4,48;332,5;-32,44;-8,45;727,29;4,01;0;0;;0;0;0;0;8,18;11,21;4;15,33;12,36;14,42;21569,06;15,22;4,32;6,23;795,08;2,32;19714,28;64,34;58;96,47;1,26;0,21;24,38;669,09;2,38;8118,35;;0;0;0;49,5;47,03;1,33;-15,25;-2,17;15,41;119,33;0,35;327,58;9,15;8,53;9,13;8,19;13,51;580,07;2,08;1866,26;42;18,53;7,21;69,18;;0;0;0;0;0;0;0;15,31;14,47;35,55;125,59;0,34;10884,04;0;0;437,49;5,19;8,5;57,06;8,05;0,45;0;22,21;2,29;164,54;0;495,15;11,25;0;2,23;1359,35;78,25;9,13;8,19;13,51;580,07;2,08;1866,26;42;18,53;6,51;0;3,17;33,19;0,07;76,03;2,15;5,09;39,08;7,31;5,02;278,01;1,21;740,25;20,25;9,54
10847;Lithuania;2016;LTU;2933676;70911025152;-22,01;-2,08;235,44;10,56;165,22;0,44;27,03;1,08;249,42;6,16;0,28;742,04;4,29;0;0;;0;0;0;0;7,59;12,08;3,41;14,13;16,15;4,44;22215,43;15,19;0,45;4,23;454,59;1,31;19994,34;68,57;44,56;90,34;-24,55;-12,19;27,59;344,41;1,39;7315,59;;0;0;0;29,32;46,36;1,23;42,54;4,34;4,35;159,31;0,45;417,13;16,16;15,25;22,05;16,02;14,13;728,45;2,1;2216,03;70,44;25,06;8,27;83,25;;0;0;0;0;0;0;0;22,13;16,14;36,29;110,18;0,32;11972,56;4,34;0,03;436,02;5,23;15,24;67,19;7,42;0,44;0;-11,13;-0,23;165,22;0;478,13;27,03;0;4,32;1168,04;65,15;22,05;16,02;14,13;728,45;2,1;2216,03;70,44;25,06;-13,37;-0,19;2,58;37,21;0,07;71,23;2,53;4,33;43,03;14,19;3,41;397,51;1,14;1044,51;40,11;15,07
10848;Lithuania;2017;LTU;2904452;73923043328;23,04;0,52;244,14;11,49;172,15;0,5;29,25;1,32;175,14;10,17;2,35;796,52;7,04;0;0;;;;;0;8,56;12,03;3,35;8,42;11,08;11,18;23637,58;15,29;17,14;2,26;287,25;1,22;20985,55;75,17;31,58;89,14;5,03;1,27;26,49;215,39;0,6;7674,33;;;;;18,31;39,49;0,58;43,56;6,28;11,03;215,39;0,6;567,07;18,31;7,35;33,08;4,57;8,13;872,16;2,53;2667,44;83,42;11,26;9,08;74,33;;0;0;0;0;0;0;0;11,41;4,56;41,25;87,26;0,22;12514,32;;;;;15,27;67,15;11,08;0,5;0;24,37;3,25;172,15;0;561,13;29,25;0;7,42;1159,42;78,47;33,08;4,57;8,13;872,16;2,53;2667,44;83,42;11,26;6,16;0,03;3,01;25,41;0,07;67,07;2,09;4,24;21,03;9,49;13,29;472,07;1,36;1259,22;49,57;9,47
10849;Lithuania;2018;LTU;2876128;76617523200;68,14;6,15;391,54;2,24;199,32;0,54;29,36;9,51;173,36;17,54;2,35;867,44;9,39;0;0;;;;;0;10,53;12,38;3,15;5,53;5,14;4,32;24616,06;15,24;10,15;13,05;194,49;0,55;22122,07;72,42;20;102,27;0,44;1,38;28,27;126,18;0,33;7794,23;;;;;12;32,02;0,45;-35,33;-7,43;1,14;157,27;0,43;403,53;25,36;11,11;6,32;-8,34;10,36;779,17;2,2;2509,04;80;13,13;10,03;90,07;;0;0;0;0;0;0;0;16,41;8,52;50,17;84,12;0,22;13475,39;;;;;8;65,54;13,13;0,54;0;20,44;2,06;199,32;0;613,14;29,36;0;9,28;958,27;83,19;6,32;-8,34;10,36;779,17;2,2;2509,04;80;13,13;32,53;0,48;3,49;35,52;0,09;90,03;7,33;5,24;-16,43;-0,6;3,29;402,06;1,14;1057,36;48,35;8,39
11128;Luxembourg;1993;LUX;396705;16017019904;;0;0;0;28,28;0,01;9,13;0;;8,27;6,21;29877,43;25,09;0;0;;0;0;0;0;32,26;5,12;1,07;11,58;6,14;8,46;102272,51;10,53;1,32;8,45;1491,11;0,59;101658,14;45,24;88,06;105,36;17,21;3,28;15,07;56,55;0,02;14133,34;;0;0;0;18,25;14,22;;-8,46;-0,09;3,18;183,34;0,07;499,41;17,28;8,08;-1,11;0,01;4,05;212,01;0,08;630,14;12,34;10,04;4,05;98,25;;0;0;0;0;0;0;0;-4,41;-1,04;36,28;1449,56;0,57;57657,38;;0;0;0;86,15;62,09;0,47;0,01;0;40,36;0,09;28,28;0;124,24;9,13;0;1,56;1703,12;49,29;-1,11;0,01;4,05;212,01;0,08;630,14;12,34;10,04;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
11129;Luxembourg;1994;LUX;402049;16564453376;;0;0;0;61,25;0,02;3,39;0;;-25,51;-11,32;25415,35;13,37;0;0;;0;0;0;0;26,19;5,05;0,59;1,52;-17,02;-10,19;97039,28;7,55;-4,07;-11,16;1207,44;0,48;96283,25;49,48;86,56;102,45;12,24;0,42;15,48;130,03;0,05;14051,46;;0;0;0;15,55;21,59;;33,58;0,56;4,14;237,13;0,09;640,33;19,14;10,52;34,43;0,57;5,02;282,58;0,11;756,05;28,44;12,55;4,46;93,17;;0;0;0;0;0;0;0;-1,53;-0,26;36,02;1077,41;0,43;56815,07;;0;0;0;86,41;67,15;0,48;0,02;0;10,21;0,01;61,25;0;131,12;3,39;0;2,03;1475,03;39,01;34,43;0,57;5,02;282,58;0,11;756,05;28,44;12,55;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
11130;Luxembourg;1995;LUX;407639;16736430080;;0;0;0;50,03;0,02;5,22;0;;-55,36;-11,51;14108,24;17,26;0;0;;0;0;0;0;31,34;5,49;0,49;8,33;-13,11;-6,16;83257,35;2,28;-15,44;-6,36;935,17;0,38;82466,43;43,12;86,11;99,05;18,38;13,26;13,35;383,13;0,15;15848,34;;0;0;0;40,12;19,22;;7,26;0,06;0,26;233,04;0,09;643,47;24,07;12,47;11,44;0,02;5,22;283,07;0,11;806,35;29,29;1,35;5;92,15;;0;0;0;0;0;0;0;-10,27;-8,12;27,51;567,45;0,23;52525,26;;0;0;0;61,39;64,34;1,02;0,02;0;33,24;0,14;50,03;0;162,49;5,22;0;3,03;1202,44;48,35;11,44;0,02;5,22;283,07;0,11;806,35;29,29;1,35;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
11131;Luxembourg;1996;LUX;413202;16903203840;;0;0;0;54,42;0,02;11,24;0;;-17,48;-5,31;13117,15;11,55;0;0;;0;0;0;0;23,36;5,35;0,45;5,55;16,03;16,05;84469,38;3,05;5,35;1,06;902,26;0,37;83925,27;45,13;85,42;99,35;20,41;10,26;8,21;472,44;0,19;17139,09;;0;0;0;45,42;20,29;;-44,38;-1,23;2,57;148,27;0,06;435,17;18,33;8,28;-42,31;-1,36;3,47;194,01;0,08;560,01;29,58;1,05;4,9;100,49;;0;0;0;0;0;0;0;12,36;12,46;24,57;445,22;0,18;53684,38;;0;0;0;40;72,04;0,49;0,02;0;-32,31;-0,13;54,42;0;124,44;11,24;0;2,21;1089,56;48,59;-42,31;-1,36;3,47;194,01;0,08;560,01;29,58;1,05;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
11132;Luxembourg;1997;LUX;418413;17799362560;;0;0;0;47,8;0,02;18,38;0;;-45,15;-17,19;8223,12;10,16;0;0;;0;0;0;0;10,58;5,6;0,41;4,28;-4,02;-12,21;81638,43;16,19;-8,12;-13,42;754,55;0,31;80910,38;34,25;76,01;100,37;9,48;2,55;11,16;433,17;0,18;17347,35;;0;0;0;58,02;25,02;;43,33;1,08;4,05;194,19;0,08;595,34;27,32;11,59;42,51;1,22;5,08;254,38;0,1;750,15;24,39;15,03;5,19;103,19;;0;0;0;0;0;0;0;4,43;16,22;25,39;321,38;0,13;55355,27;;0;0;0;42,47;80,18;0,54;0,02;0;17,42;0,05;47,8;0;129,08;18,38;0;2,38;993,53;36,39;42,51;1,22;5,08;254,38;0,1;750,15;24,39;15,03;;0;0;0;0;0;0;0;;0,09;0,09;0;0;24,21;0;0,26
11133;Luxembourg;1998;LUX;423579;18802137088;;0;0;0;50,37;0,02;11,45;0;;-78,03;-6,52;2714,14;3,23;0;0;;0;0;0;0;10,46;6,18;0,37;3,11;-10,08;-3,51;77888,09;13,34;-4,21;-1,29;525,24;0,22;76876,15;41,21;66,39;109,45;16,12;1,11;12,26;457,19;0,19;17303,43;;0;0;0;56,51;22,21;;47,14;1,35;0,34;283,3;0,12;815,31;39,12;1,31;39,01;1,59;7,07;356,05;0,15;1008,23;49,01;5,55;5,41;102,59;;0;0;0;0;0;0;0;4,25;15,32;25,31;83,45;0,03;56889,41;;0;0;0;9,48;73,03;0,54;0,02;0;14,41;0;50,37;0;138,29;11,45;0;2,45;881,29;48,28;39,01;1,59;7,07;356,05;0,15;1008,23;49,01;5,55;;0;0;0;0;0;0;0;277,07;0,24;0,33;33,08;0,01;89,11;13,43;1,39
11134;Luxembourg;1999;LUX;429352;20317839360;;0;0;0;55,42;0,02;14,16;0;;2,59;0,13;2700,01;3,36;0;0;;0;0;0;0;8,16;6,32;0,36;1,04;16,15;15,32;81196,05;12,56;6,34;16,34;546,31;0,23;80354,09;42,15;77,49;113,54;15,07;4,33;16,59;478,38;0,2;17700,24;;0;0;0;64,16;21,8;;-27,27;-1,29;4,11;219,18;0,09;591,44;25;12,01;-27,51;-1,02;6,05;315,02;0,13;849,52;37,51;1,46;5,56;108,19;;0;0;0;0;0;0;0;20,02;11,48;37,19;83,33;0,03;59956,53;;0;0;0;13,33;86,57;0,06;0,02;0;17,21;0,06;55,42;0;142,29;14,16;0;2,53;845,53;35,26;-27,51;-1,02;6,05;315,02;0,13;849,52;37,51;1,46;;0;0;0;0;0;0;0;73,36;0,21;0,53;55,42;0,02;139,08;14,16;2,33
11135;Luxembourg;2000;LUX;435634;21906683904;;0;0;0;46,31;0,02;5;0;300;16,02;0,12;2938,31;5,36;0;0;;0;0;0;0;10,09;6,11;0,4;2,25;18,06;7,45;85402,43;12,38;12,16;5,19;565,21;0,24;84233,34;47,34;60;99,03;14,21;3,28;20,28;482,56;0,21;17923,13;;0;0;0;52,5;36,26;0,12;49,59;1,54;6,05;282,41;0,12;843,18;30;16,22;40,04;2,25;0,51;371,41;0,16;1175,29;40;1,37;6,11;100,33;;0;0;0;0;0;0;0;7,27;15,31;37,11;82,25;0,03;63381,13;;0;0;0;7,5;77,34;1,11;0,02;0;27,38;0,11;46,31;0;176,09;5;0;3,12;921,22;40,24;40,04;2,25;0,51;371,41;0,16;1175,29;40;1,37;;0;0;0;0;4,32;0;0;44,41;0,02;1,13;46,31;0,02;168,35;5;3,17
11136;Luxembourg;2001;LUX;441254;22374428672;;0;0;0;83,28;0,03;10,28;0;426,13;22,31;1,41;3130,34;7,17;0;0;;0;0;0;0;10,34;6,19;1,27;2,2;9,36;13,02;90358,25;14,02;11,45;13,13;1592,28;0,7;89221,02;45,07;80,46;110,28;13,45;14,32;19,19;1518,4;1,07;19671,16;;0;0;0;77,11;33,51;0,36;-11,11;-0,18;5,47;286,52;0,12;798,56;26,13;1,27;-13,08;-0,11;8,19;389,26;0,17;1137,14;19,54;5,12;5,32;100,45;;0;0;0;0;0;0;0;8,38;1,7;34,11;83,28;0,03;66434,59;;0;0;0;10,28;81,42;1,23;0,03;0;27,33;0,11;83,28;0;189,55;10,28;0;3,27;1981,54;53,27;-13,08;-0,11;8,19;389,26;0,17;1137,14;19,54;5,12;15;0;0;0;0;5,06;0;0;-4,54;-0,03;0,07;50,25;0,02;158,56;6,59;2,55
11137;Luxembourg;2002;LUX;445920;23139020800;;0;0;0;71,37;0,03;2,11;0;481,17;-49,33;-0,52;1924,43;14,17;0;0;;0;0;0;0;17,07;6,27;2,8;13,49;9,32;14,55;97740,52;15,43;18,26;15,46;5954,51;3,05;96737,07;45,13;104,43;99,37;57,49;15,08;18,47;5883,13;3,02;27838,36;;0;0;0;102,31;35,49;1,31;-23,25;-0,56;4,51;228,15;0,1;665,24;12,31;11,08;-22,04;-0,05;7,29;342,23;0,15;1019,33;10,57;1,03;3,47;60,43;;0;0;0;0;0;0;0;16,03;9,18;43,29;71,37;0,03;66989,25;;0;0;0;2,11;76,55;1,26;0,03;0;10,54;0,04;71,37;0;199,32;2,11;0;3,18;6281,33;52,42;-22,04;-0,05;7,29;342,23;0,15;1019,33;10,57;1,03;32,21;0;0;0;0;6,26;0;0;4,53;0,02;1,11;58,11;0,02;163,51;11,54;2,44
11138;Luxembourg;2003;LUX;451351;23425226752;;0;0;0;73,47;0,03;2,15;0;477,54;-26,22;-3,19;1464,57;10,58;0;0;;0;0;0;0;1,44;6,55;3,19;8,22;18,28;4,02;101263,39;16,51;20,28;4,31;5875,22;3,05;100335,02;49,45;110,22;100,23;4,47;2,32;21,19;5817,15;3,02;27833,39;;0;0;0;108,07;27,48;1,31;-26,06;-1,01;0,23;181,06;0,08;515,07;16,27;8,24;-17,47;-0,03;6,59;310,18;0,14;944,12;5,18;15,17;4,16;63,45;;0;0;0;0;0;0;0;12,59;5,18;33,07;73,47;0,03;71052,07;;0;0;0;2,15;72,42;1,49;0,03;0;32,55;0,23;73,47;0;249,55;2,15;0;3,59;6188,22;56,44;-17,47;-0,03;6,59;310,18;0,14;944,12;5,18;15,17;2274,06;0,04;0,04;0;0;24,29;0;0,09;6,9;0,04;1,16;73,47;0,03;170,21;2,15;2,46
11139;Luxembourg;2004;LUX;457798;24177319936;;0;0;0;93,15;0,04;4,07;0;479,35;47,39;4,26;2029,35;15,25;0;0;;0;0;0;0;14,06;7,14;3,37;15,17;17,54;7,16;113108,52;4,22;14,11;20,19;6950,55;3,18;111854,23;54,24;100,02;112,48;22,17;6,48;28,08;6892,44;3,15;30383,29;;0;0;0;100,52;27,26;1,57;31,22;0,07;0,3;225,17;0,1;655,03;18,07;9,39;43,26;2,37;9,36;415,03;0,19;1270,01;15,38;2,52;3,37;50;;0;0;0;0;0;0;0;20,04;9,05;42,11;73,51;0,03;79456,59;;0;0;0;1,29;74,02;2,16;0,04;0;35,07;0,27;93,15;0;310,33;4,07;0;4,22;7366,25;52,18;43,26;2,37;9,36;415,03;0,19;1270,01;15,38;2,52;566,01;0,22;0,27;35,04;0,01;72,04;4,57;0,51;59,22;0,38;1,54;93,15;0,04;248,01;4,07;3,39
11140;Luxembourg;2005;LUX;464868;24847697920;;0;0;0;116,17;0,05;9,13;0;473,27;-2,39;-0,22;1947,26;15,02;0;0;;0;0;0;0;12,57;7,01;3,35;13,04;9,13;12,53;113052,47;3,55;8,16;12,15;6764,05;3,14;111742,58;66,39;105,11;111,52;-11,39;-3,48;14,08;6691,11;3,11;29440,29;;0;0;0;105,56;26,31;1,55;-21,25;-0,34;4,26;203,03;0,09;572,47;13,27;8,26;8,19;0,38;10,14;463,21;0,21;1325,26;10,29;3,48;3,26;54,19;;0;0;0;0;0;0;0;13,49;16,25;42,57;72,54;0,03;80370,43;;0;0;0;14,56;72,24;2,27;0,05;0;15,07;0,11;116,17;0;332,37;9,13;0;0,28;7211,47;61,13;8,19;0,38;10,14;463,21;0,21;1325,26;10,29;3,48;92,39;0,24;0,51;43,23;0,02;109,13;9,57;1,36;33,02;0,36;0,15;116,17;0,05;335,06;9,13;4,45
11141;Luxembourg;2006;LUX;472402;26033442816;;0;0;0;127,01;0,06;12,35;0;467,32;19,33;2,54;2290,47;2,17;0;0;;0;0;0;0;3,26;7,1;3,54;7,32;-13,43;-15,26;109291,38;17,23;-17,24;-1,31;6970,47;3,29;107771,23;65,09;107,38;108,09;4,6;10,29;19,09;6891,13;3,25;30298,57;;0;0;0;104,28;38,57;2,03;31,49;0,51;5,17;246,13;0,11;677,42;4,47;10,13;25,17;1,44;11,58;529,21;0,25;1520,19;8,02;7,31;3,56;52,21;;0;0;0;0;0;0;0;-5,31;-14,54;43,42;95,14;0,04;75197,13;;0;0;0;1,13;81,26;2,56;0,06;0;29,11;0,29;127,01;0;374,56;12,35;0;5,41;7503,18;61,27;25,17;1,44;11,58;529,21;0,25;1520,19;8,02;7,31;24,02;0,09;0,06;47,37;0,02;129,55;9,25;1,56;26,16;0,15;2,45;127,01;0,06;353,25;12,35;0,32
