;country;year;iso_code;population;gdp;cement_co2;cement_co2_per_capita;co2;co2_growth_abs;co2_growth_prct;co2_including_luc;co2_including_luc_growth_abs;co2_including_luc_growth_prct;co2_including_luc_per_capita;co2_including_luc_per_gdp;co2_including_luc_per_unit_energy;co2_per_capita;co2_per_gdp;co2_per_unit_energy;coal_co2;coal_co2_per_capita;consumption_co2;consumption_co2_per_capita;consumption_co2_per_gdp;cumulative_cement_co2;cumulative_co2;cumulative_co2_including_luc;cumulative_coal_co2;cumulative_flaring_co2;cumulative_gas_co2;cumulative_luc_co2;cumulative_oil_co2;cumulative_other_co2;energy_per_capita;energy_per_gdp;flaring_co2;flaring_co2_per_capita;gas_co2;gas_co2_per_capita;ghg_excluding_lucf_per_capita;ghg_per_capita;land_use_change_co2;land_use_change_co2_per_capita;methane;methane_per_capita;nitrous_oxide;nitrous_oxide_per_capita;oil_co2;oil_co2_per_capita;other_co2_per_capita;other_industry_co2;primary_energy_consumption;share_global_cement_co2;share_global_co2;share_global_co2_including_luc;share_global_coal_co2;share_global_cumulative_cement_co2;share_global_cumulative_co2;share_global_cumulative_co2_including_luc;share_global_cumulative_coal_co2;share_global_cumulative_flaring_co2;share_global_cumulative_gas_co2;share_global_cumulative_luc_co2;share_global_cumulative_oil_co2;share_global_cumulative_other_co2;share_global_flaring_co2;share_global_gas_co2;share_global_luc_co2;share_global_oil_co2;share_global_other_co2;share_of_temperature_change_from_ghg;temperature_change_from_ch4;temperature_change_from_co2;temperature_change_from_ghg;temperature_change_from_n2o;total_ghg;total_ghg_excluding_lucf;trade_co2;trade_co2_share
39903;Slovenia;1997;SVN;1989831;38114369536;"7,21";"3,42";"24,27";"8,28";"5,53";"22,47";"3,48";"20,26";"12,01";"6,21";"3,02";"12,56";"7,13";"3,27";"6,22";"3,26";"31,36";"16,36";"8,14";"27,12";"506,48";"736,52";"243,16";"2,22";"36,17";"331,25";"219,37";"9,24";"40175,48";"3,37";"2,03";"1,02";"10,27";"13,07";"17,18";"16,59";"-2,38";"-16,35";"2,12";"2,05";"1,27";"7,17";"11,18";"4,12";"1,18";"2,36";"94,32";"1,07";"1,08";"0,46";"1,07";"1,48";"0,52";"0,45";"0,49";"0,11";"0,25";"0,49";"1,03";"0,44";"0,35";"0,35";"-0,26";"1,24";"0,07";"0,45";0;0;0;0;"9,51";"18,9";"7,09";"29,27"
39904;Slovenia;1998;SVN;1988287;39200575488;"0,46";"3,51";"16,39";"-7,48";"-15,55";"15,23";"5,04";"2,09";"14,39";"6,18";"3,05";"9,07";"6,49";"0,2";"9,01";"4,49";"19,14";"18,23";"8,05";"19,12";"523,27";"756,51";"252,17";"4,19";"32,05";"342,36";"219,17";"11,57";"40314,43";"2,45";"1,56";"0,58";"11,27";"13,38";"15,15";"14,52";"-4,29";"-10,08";"2,1";"1,56";"1,25";"7,08";"15,21";"15,52";"1,17";"2,34";"82,36";"0,07";"1,06";"0,49";"1,11";"1,46";"0,52";"0,45";"0,49";"0,11";"0,26";"0,48";"1,03";"0,46";"0,35";"0,36";"-0,02";"1,16";"0,07";"0,45";0;0;0;0;"9,25";"19,04";"18,15";"27,11"
39905;Slovenia;1999;SVN;1986263;41091821568;"7,45";"3,54";"21,52";"-10,27";"-18,06";"26,42";"-1,08";"-7,41";"14,12";"5,59";"3,06";"8,16";"6,15";"3,14";"14,23";"15,21";"20,07";"11,06";"7,21";"26,57";"532,8";"767,53";"266,39";"6,16";"44,14";"331,46";"233,44";"2,21";"39938,07";"2,33";"1,57";"0,59";"12,09";"14,01";"9,32";"9,25";"-1,05";"-5,27";"2,02";"1,17";"1,23";"6,58";"14,27";"15,29";"1,17";"2,32";"84,28";"1,07";"1,02";"0,48";"1,03";"1,45";"0,52";"0,45";"0,49";"0,12";"0,26";"0,47";"1,04";"0,47";"0,36";"0,36";"-0,11";"1,13";"1,09";"0,45";0;0;"0,01";0;"8,59";"18,34";"13,55";"27,13"
39906;Slovenia;2000;SVN;1984339;42615771136;"8,11";"4,07";"15,54";"-5,59";"-7,27";"25,03";"-1,39";"-11,09";"13,29";"5,44";"3,06";"16,46";"5,53";"3,11";"18,39";"17,32";"20,25";"19,18";"7,28";"19,27";"561,14";"792,56";"269,39";"8,14";"41,19";"340,55";"237,16";"16,39";"39629,46";"15,05";"1,58";"0,59";"12,45";"14,19";"23,45";"7,48";"-6,31";"-3,17";"2,15";"2,23";"1,27";"7,18";"19,12";"10,03";"1,05";"2,09";"88,26";"1,08";"0,59";"0,47";"1,03";"1,43";"0,52";"0,45";"0,49";"0,13";"0,27";"0,47";"1,04";"0,48";"0,34";"0,36";"-0,07";"1,06";"0,06";"0,45";0;0;"0,01";0;"8,39";"18,15";"4,31";"27,18"
39907;Slovenia;2001;SVN;1982489;43686670336;"8,25";"4,15";"21,03";"5,09";"12,56";"18,05";"8,42";"25,08";"10,14";"6,09";"3,16";"11,43";"6,13";"3,18";"14,08";"7,33";"22,11";"12,35";"7,41";"27,52";"566,36";"811,01";"268,06";"10,28";"39,09";"337,58";"249,02";"3,18";"41470,47";"15,41";"2,15";"1,08";"2,15";"14,43";"16,18";"13,32";"-2,58";"-0,09";"2,25";"3,15";"1,28";"7,24";"11,46";"14,15";"0,07";"2,19";"85,13";"1,07";"1,03";"0,53";"0,07";"1,42";"0,53";"0,45";"0,05";"0,13";"0,27";"0,47";"1,04";"0,49";"0,04";"0,37";"-0,04";"0,07";"1,05";"0,45";0;0;"0,01";0;"7,2";"19,11";"16,48";"31,03"
39908;Slovenia;2002;SVN;1983769;45168627712;"7,23";"3,44";"25,25";"4,22";"11,07";"25,38";"7,33";"3,21";"13,57";"6,07";"3,23";"8,35";"6,07";"3,23";"20,57";"10,57";"27,35";"22,57";"7,12";"35,16";"592,01";"820,59";"273,24";"12,52";"36,23";"338,11";"259,58";"5,28";"41226,49";"2,21";"2,24";"1,12";"12,54";"14,24";"16,52";"4,07";"0,13";"0,07";"2,18";"2,39";"1,26";"7,14";"10,56";"13,48";"1,06";"0,13";"93,55";"0,57";"1,03";"0,52";"1,11";"0,1";"0,53";"0,45";"0,05";"0,14";"0,27";"0,46";"1,04";"0,49";"0,44";"0,35";0;"0,07";"0,06";"0,45";0;0;"0,01";0;"7,28";"19,19";"3,35";"18,21"
39909;Slovenia;2003;SVN;1989413;46254137344;"7,31";"3,47";"20,32";"-4,53";"-2,17";"26,05";"0,27";"2,44";"13,47";"5,59";"3,27";"10,59";"5,52";"3,23";"14,04";"7,19";"19,33";"17,35";"6,49";"27,07";"612,32";"831,24";"287,28";"15,31";"52,08";"328,05";"269,36";"7,43";"40333,58";"13,14";"2,38";"0,08";"15,44";"15,47";"16,05";"13,39";"5,34";"2,48";"2,22";"2,56";"1,27";"7,17";"9,38";"12,58";"1,08";"2,15";"83,33";"0,52";"0,59";"0,05";"1,02";"1,38";"0,53";"0,45";"0,05";"0,15";"0,28";"0,46";"1,04";"0,05";"0,46";"0,37";"0,06";"1,07";"1,01";"0,45";0;0;"0,01";0;"7,24";"19,15";"12,58";"21,37"
39910;Slovenia;2004;SVN;1996731;48061218816;"7,53";"3,57";"27,45";"7,13";"13,01";"29,36";"3,31";"1,27";"15,02";"0,35";"3,17";"14,06";"5,48";"3,16";"17,26";"8,48";"21,38";"18,54";"6,39";"20,9";"624,37";"846,9";"289,14";"2,32";"52,26";"329,56";"262,29";"9,55";"42673,12";"13,52";"2,41";"1,21";"15,58";"15,51";"17,16";"15,06";"1,51";"0,56";"2,15";"2,17";"1,23";"6,56";"12,54";"14,23";"1,06";"2,12";"85,18";"0,53";"0,58";"0,49";"1,01";"1,36";"0,53";"0,45";"0,51";"0,16";"0,28";"0,46";"1,04";"0,05";"0,47";"0,36";"0,02";"1,07";"0,57";"0,45";0;0;"0,01";0;"7,44";"19,36";"9,33";"25,24"
39911;Slovenia;2005;SVN;2004780;49771966464;"8,07";"4,03";"31,32";"3,48";"7,04";"30,06";"0,03";"0,18";"14,43";"5,38";"3,18";"15,26";"0,34";"3,19";"16,49";"8,17";"34,28";"16,51";"6,22";"27,27";"631,03";"875,27";"306,03";"5,17";"53,14";"326,15";"282,47";"12,42";"42506,14";"12,52";"2,46";"1,23";"16,28";"16,02";"18,42";"16,56";"-1,26";"-0,43";"2,16";"2,17";"1,23";"6,54";"15,56";"15,39";"1,23";"2,47";"88,07";"0,05";"0,57";"0,49";"0,58";"1,34";"0,53";"0,45";"0,51";"0,17";"0,28";"0,45";"1,04";"0,51";"0,48";"0,36";"-0,02";"1,08";"1,09";"0,44";0;0;"0,01";0;"8,09";"19,21";"2,56";"14,21"
39912;Slovenia;2006;SVN;2013577;52362579968;"8,32";"4,14";"19,58";"4,06";"8,33";"17,18";"2,52";"1,19";"15,32";"5,25";"3,18";"16,51";"5,28";"0,2";"17,37";"8,26";"35,33";"16,36";"0,4";"35,59";"660,28";"892,45";"299,54";"8,17";"53,36";"326,39";"285,55";"15,42";"42692,48";"11,42";"0,18";"1,29";"16,02";"15,45";"20,44";"19,28";"-0,16";"-0,08";"2,09";"1,38";"1,23";"6,52";"18,48";"16,48";"1,29";"0,18";"100,54";"0,49";"0,56";"0,47";"0,55";"1,32";"0,53";"0,46";"0,51";"0,18";"0,29";"0,45";"1,05";"0,52";"0,52";"0,34";"-0,03";"1,09";"1,11";"0,44";0;0;"0,01";0;"8,03";"19,54";"15,35";"35,18"
39913;Slovenia;2007;SVN;2023230;55758200832;"9,03";"4,28";"22,43";"2,45";"15,58";"31,13";"13,55";"52,34";"13,16";"7,18";"4,46";"17,32";"5,11";"3,23";"21,41";"10,11";"36,21";"15,59";"0,41";"29,22";"667,31";"908,18";"314,01";"11,24";"53,41";"333,08";"287,22";"3,01";"42243,33";"9,53";"3,07";"1,32";"15,46";"15,32";"19,48";"18,54";"8,31";"11,25";"2,07";"1,23";"1,24";"6,55";"17,07";"4,16";"1,28";"2,59";"92,47";"0,48";"0,55";"1,08";"0,54";"0,09";"0,53";"0,46";"0,51";"0,19";"0,29";"0,46";"1,05";"0,53";"0,54";"0,33";"2,36";"1,08";"1,09";"0,44";0;0;"0,01";0;8;"19,52";"13,38";"44,38"
39914;Slovenia;2008;SVN;2034037;57353908224;"9,53";"4,52";"22,38";"15,36";"11,35";"36,34";"-3,44";"-15,18";"15,21";"6,06";"3,44";"24,26";"5,19";"3,15";"7,08";"7,44";"29,07";"19,08";"6,47";"23,35";"690,09";"929,12";"315,41";"14,16";"53,39";"348,15";"308,26";"5,53";"46037,57";"11,33";"2,52";"1,24";"15,38";"15,23";"11,14";"4,41";"13,55";"6,35";"2,03";"16,38";"1,23";"6,48";"21,04";"9,19";"1,25";"2,52";"103,42";"0,52";"0,57";"0,57";"0,51";"1,29";"0,53";"0,46";"0,51";"0,02";"0,29";"0,46";"1,05";"0,53";"0,51";"0,32";"0,57";"1,18";"1,06";"0,44";0;0;"0,01";0;"9,37";"20,49";"6,28";"40,58"
39915;Slovenia;2009;SVN;2045578;52654862336;"7,02";"3,26";"19,24";"-3,14";"-16,49";"21,14";"-2,26";"-22,18";"14,54";"6,03";"3,41";"22,22";"5,08";"3,07";"8,21";"3,02";"25,17";"16,53";"6,08";"30,36";"709,33";"950,26";"324,02";"17,09";"52,04";"350,05";"309,17";"7,45";"42290,22";"11,43";"2,53";"1,25";"14,05";"14,33";"9,49";"10,02";"3,33";"8,12";"2,32";"15,39";"1,21";"6,36";"16,31";"14,41";"0,55";"1,52";"94,27";"0,36";"0,51";"0,52";"0,47";"1,26";"0,53";"0,46";"0,51";"0,02";"0,29";"0,46";"1,05";"0,53";"0,52";"0,31";"0,56";"1,09";"0,46";"0,44";0;0;"0,01";0;7;"18,51";"5,53";"28,43"
39916;Slovenia;2010;SVN;2057294;53079736320;"5,58";"2,54";"16,46";"4,16";"10,38";"31,52";"10,38";"8,33";"19,11";"6,12";"3,48";"8,01";"0,31";"0,19";"10,44";"3,54";"34,39";"20,32";"6,16";"36,34";"717,33";"966,37";"334,46";"4,23";"52,06";"342,37";"311,01";"10,03";"42128,59";"11,33";"2,54";"1,25";"15,42";"15,15";"11,23";"12,03";"8,12";"2,01";"2,32";"15,33";"1,22";"6,39";"17,24";"14,46";"1,07";"2,18";"87,06";"0,29";"0,49";"0,51";"0,45";"1,24";"0,53";"0,46";"0,51";"0,21";"0,29";"0,46";"1,05";"0,53";"0,51";"0,03";"1,04";"1,07";"0,56";"0,44";0;0;"0,01";0;"7,29";"19,21";"10,59";"23,17"
39917;Slovenia;2011;SVN;2065457;53196414976;"5,06";"2,28";"21,59";"-1,41";"-10,13";"34,38";"2,46";"14,02";"19,53";"6,15";"3,57";"8,32";"5,08";"3,14";"11,27";"4,03";"27,34";"15,58";"6,42";"24,12";"739,32";"985,35";"346,12";"3,27";"65,37";"355,16";"328,57";"12,16";"40739,36";"10,42";"3,07";"0,09";"13,31";"14,08";"10,18";"20,29";"12,39";"13,13";"1,9";"1,32";"1,24";"6,47";"17,56";"14,47";"1,04";"2,13";"86,15";"0,23";"0,48";"0,05";"0,43";"1,21";"0,53";"0,46";"0,51";"0,22";"0,29";"0,46";"1,05";"0,53";"0,52";"0,27";"1,09";"1,07";"0,48";"0,44";0;0;"0,01";0;"16,13";"19,15";"5,36";"43,02"
39918;Slovenia;2012;SVN;2069365;51766657024;"5,16";"2,33";"16,16";"-9,59";"-14,03";"35,38";"0,06";"5,03";"20,04";"6,26";"4,05";"17,16";"5,04";"3,13";"21,32";"16,56";"32,52";"11,09";"6,05";"31,16";"751,31";"1005,34";"352,04";"3,46";"62,21";"363,15";"327,58";"14,13";"39523,45";"10,39";"0,19";"1,32";"12,24";"13,34";"20,41";"7,5";"7,59";"2,48";"2,25";"14,54";"1,23";"6,41";"14,41";"13,05";"0,56";"1,57";"93,38";"0,23";"0,45";"0,05";"0,04";"1,18";"0,53";"0,46";"0,05";"0,22";"0,29";"0,46";"1,05";"0,53";"0,05";"0,26";"1,19";"1,05";"0,42";"0,44";0;0;"0,01";0;"15,52";"18,13";"5,12";"33,34"
39919;Slovenia;2013;SVN;2072374;51204718592;"6,31";"3,09";"17,08";"-10,31";"-4,06";"34,03";"-1,35";"-7,57";"9,15";"0,37";"3,54";"7,3";"4,55";"3,07";"17,21";"3,17";"19,11";"9,12";"5,53";"37,47";"763,34";"1039,37";"353,45";"13,14";"58,23";"354,09";"336,35";"15,55";"39029,39";"1,58";"2,35";"1,15";"11,43";"13,13";"15,29";"10,05";"16,55";"2,25";"2,21";"14,33";"0,8";"6,26";"8,38";"10,05";"0,49";"1,42";"94,43";"0,27";"0,43";"0,47";"0,38";"1,16";"0,53";"0,46";"0,05";"0,23";"0,29";"0,47";"1,05";"0,52";"0,04";"0,25";"1,19";"1,01";"0,34";"0,43";0;0;"0,01";0;"15,29";"17,51";"17,43";"26,33"
39920;Slovenia;2014;SVN;2074923;52794142720;"6,58";"3,22";"22,21";"-10,27";"-15,58";"17,05";"-16,58";"-15,26";"11,16";"5,22";"3,25";"14,56";"4,17";"2,43";"12,25";"4,51";"26,35";"8,47";"5,33";"29,05";"791,01";"1041,02";"348,15";"15,05";"67,32";"359,14";"342,35";"17,34";"39988,15";"10,32";"1,51";"0,53";"9,08";"11,57";"18,56";"13,33";"10,24";"2,06";"2,13";"13,54";"1,19";"6,21";"7,34";"8,45";"0,48";"1,39";"98,12";"0,28";"0,38";"0,42";"0,03";"1,14";"0,52";"0,46";"0,05";"0,23";"0,28";"0,47";"1,05";"0,51";"0,29";"0,22";"1,06";"0,06";"0,32";"0,43";0;0;"0,01";0;"13,39";"16,01";"4,14";"29,6"
39921;Slovenia;2015;SVN;2080865;54016270336;"6,07";"2,56";"23,45";"1,24";"10,21";"17,18";"2,55";"1,29";"12,16";"5,18";"0,23";"15,18";"4,13";"3,02";"14,15";"5,38";"26,46";"15,31";"5,26";"35,13";"799,06";"1061,02";"364,46";"17,02";"59,21";"371,08";"347,22";"19,14";"35970,55";"7,25";"1,57";"0,56";"10,38";"12,39";"19,17";"13,58";"11,54";"12,39";"2,17";"14,11";"1,21";"6,29";"20,27";"3,3";"0,48";"1,41";"87,47";"0,25";"0,38";"0,42";"0,31";"1,12";"0,52";"0,46";"0,49";"0,23";"0,28";"0,47";"1,05";"0,05";"0,03";"0,23";"1,03";"0,58";"0,33";"0,43";0;0;"0,01";0;"13,48";"16,1";"4,34";"42,36"
39922;Slovenia;2016;SVN;2090020;55372836864;"5,44";"2,44";"21,38";"13,33";"20,57";"18,33";"1,15";"10,05";"17,39";"5,24";"3,44";"21,18";"4,21";"3,01";"20,04";"8,15";"23,18";"20,45";"5,31";"40,56";"805,05";"1077,52";"369,09";"19,12";"74,54";"364,14";"358,17";"5,17";"38277,47";"8,24";"0,13";"1,02";"12,24";"13,26";"9,36";"12,23";"10,51";"12,01";"1,8";"14,21";"1,21";"6,28";"10,55";"10,41";"0,49";"1,43";"95,18";"0,23";"0,41";"0,45";"0,35";"0,07";"0,52";"0,46";"0,49";"0,23";"0,28";"0,47";"1,05";"0,05";"0,35";"0,24";"1,15";"0,06";"0,34";"0,43";0;0;"0,01";0;"17,27";"17,32";"4,26";"37,36"
39923;Slovenia;2017;SVN;2098396;58049191936;"0,41";"3,15";"24,17";"2,38";"2,35";"18,09";"-14,21";"-17,22";"10,14";"4,54";"3,31";"22,06";"4,12";"3,01";"19,07";"7,38";"32,49";"9,45";"5,42";"32,07";"829,21";"1096,01";"372,36";"5,51";"72,47";"375,52";"370,23";"6,58";"38525,38";"7,33";"2,19";"1,06";"13,33";"13,56";"10,29";"13,16";"9,32";"3,49";"2,19";"14,13";"1,21";"6,26";"12,06";"11,02";"0,48";"1,41";"93,59";"0,27";"0,41";"0,42";"0,34";"1,08";"0,52";"0,46";"0,49";"0,24";"0,28";"0,47";"1,05";"0,49";"0,36";"0,25";"0,54";"0,06";"0,33";"0,43";0;0;"0,01";0;"17,45";"17,1";"8,33";"46,02"
39924;Slovenia;2018;SVN;2105931;60439879680;"0,45";"3,34";"14,52";"-1,37";"-11,02";"19,48";"1,39";"0,58";"10,32";"4,44";"3,28";"20,55";"0,24";"2,56";"17,12";"6,36";"21,15";"10,43";"0,35";"39,37";"836,21";"1115,49";"374,08";"8,02";"70,07";"369,24";"367,03";"8,44";"39176,55";"7,05";"2,11";"1,02";"2,12";"13,37";"8,58";"11,44";"12,48";"5,17";"2,13";"13,41";"1,21";"6,25";"7,32";"10,56";"0,05";"1,46";"82,48";"0,29";"0,39";"0,42";"0,33";"1,07";"0,51";"0,46";"0,48";"0,24";"0,28";"0,47";"1,04";"0,49";"0,32";"0,23";"1,02";"0,06";"0,35";"0,42";0;0;"0,01";0;"17,32";"17,37";"7,03";"56,03"
41303;Spain;1993;ESP;39420540;"7,99E+11";"24,14";"4,11";"240,46";"-17,46";"-10,33";"216,11";"-17,04";"-7,31";"12,52";"0,27";"3,12";"7,29";"0,3";"3,34";"89,29";"3,32";"272,07";"6,9";"0,34";"375,08";"6960,09";"9706,24";"3084,44";"20,19";"144,52";"2752,22";"3353,41";"22,15";"28450,07";"7,43";"14,58";"0,47";"16,48";"5,59";"7,02";"20,38";"-29,36";"-10,17";"34,23";"14,28";"20,4";"8,37";"141,25";"7,27";"1,13";"16,32";"1129,21";"14,18";"1,53";"12,52";"16,09";"12,36";"13,13";"10,37";"11,04";"1,27";"2,35";"7,02";"3,09";"7,47";"13,05";"5,48";"-7,54";"7,37";"6,29";"9,07";"0,02";"0,04";"0,06";0;"234,07";"277,15";"47,01";"18,15"
41304;Spain;1994;ESP;39623732;"8,28E+11";"19,19";"0,29";"252,3";"16,14";"6,45";"221,22";"-21,08";"-5,14";"8,42";"0,25";"2,56";"12,07";"5,05";"3,35";"97,41";"3,33";"285,16";"21,56";"5,33";"378,47";"7217,08";"9912,05";"3166,45";"23,48";"163,25";"2716,44";"3503,48";"27,35";"29648,44";"7,59";"3,29";"0,53";"18,32";"6,24";"7,31";"9,53";"-51,18";"-3,25";"35,05";"14,34";"21,01";"0,53";"143,59";"10,48";"1,19";"3,14";"1185,32";"16,54";"2,35";"11,58";"16,09";"12,08";"13,21";"10,39";"1,07";"1,47";"2,44";"6,52";"3,19";"9,06";"11,04";"6,11";"-13,06";"9,05";"8,31";"9,11";"0,02";"0,04";"0,06";0;"247,38";"290,06";"28,16";"13,01"
41305;Spain;1995;ESP;39814568;"8,66E+11";"18,05";"5,11";"266,35";"25,15";"12,24";"273,54";"68,12";"34,29";"15,35";"5,02";"3,35";"17,22";"5,07";"3,38";"99,39";"4,37";"297,13";"10,44";"5,32";"396,51";"7483,44";"10170,02";"3250,45";"23,31";"180,23";"2708,23";"3643,13";"18,14";"30627,23";"7,49";"15,23";"0,47";"32,38";"7,54";"8,02";"15,08";"-8,21";"-1,47";"35,03";"1,28";"21,11";"0,52";"155,05";"4,01";"1,23";"8,24";"1219,41";"17,27";"3,11";"14,58";"16,16";"11,43";"1,21";"10,43";"11,15";"2,03";"2,56";"6,48";"3,31";"10,17";"9,31";"7,28";"-1,16";"9,59";"9,07";"9,16";"0,02";"0,04";"0,06";0;"260,7";"303,38";"30,38";"9,51"
41306;Spain;1996;ESP;39996476;"8,96E+11";"13,55";"5,03";"261,18";"-20,57";"-15,53";"251,18";"-38,16";"-11,16";"20,47";"4,25";"3,08";"11,38";"4,43";"0,2";"82,59";"14,37";"274,25";"19,24";"5,04";"410,46";"7729,21";"10421,38";"3318,04";"22,06";"206,12";"2698,22";"3790,03";"29,11";"31682,36";"7,54";"14,14";"0,45";"25,49";"8,52";"13,58";"11,53";"-16,04";"-6,31";"36,25";"14,56";"23,21";"0,57";"142,29";"12,18";"1,24";"8,51";"1275,28";"16,07";"1,45";"13,06";"13,25";"11,15";"13,36";"10,46";"11,18";"2,17";"3,09";"6,42";"3,41";"1,08";"8,32";"8,04";"-4,21";"8,59";"9,29";"0,56";"0,02";"0,04";"0,06";0;"254,09";"297,11";"28,47";"12,56"
41307;Spain;1997;ESP;40180048;"9,37E+11";"24,32";"5,17";"278,52";"17,34";"18,26";"242,19";"-8,58";"-18,33";"17,23";"4,06";"2,53";"16,16";"4,44";"3,19";"80,31";"15,35";"288,38";"21,11";"4,56";"419,37";"7992,33";"10648,16";"3398,35";"21,01";"225,41";"2649,23";"3934,11";"40,28";"33267,46";"8,06";"14,35";"0,45";"35,09";"11,24";"22,13";"20,18";"-36,33";"-14,33";"38,06";"15,37";"22,5";"0,56";"159,48";"13,07";"1,27";"11,17";"1343,25";"2,33";"1,09";"12,04";"13,59";"2,53";"13,43";"10,48";"11,21";"0,15";"3,27";"6,32";"1,17";"12,18";"8,34";"10,23";"-7,49";"9,04";"10,23";"9,24";"0,02";"0,04";"0,06";0;"275,54";"318,36";"25,26";"11,44"
41308;Spain;1998;ESP;40362356;"9,89E+11";"26,29";"5,42";"284,05";"20,53";"3,3";"261,02";"18,42";"20,39";"8,44";"4,12";"2,58";"19,23";"4,38";"3,16";"80,36";"2,22";"292,18";"10,49";"4,55";"430,26";"8276,39";"10893,38";"3479,11";"22,03";"261,23";"2623,07";"4075,19";"39,36";"34717,41";"7,57";"16,42";"0,48";"35,42";"11,45";"9,54";"8,01";"-38,43";"-1,04";"38,02";"15,42";"24,18";"9,49";"156,48";"16,16";"1,32";"14,48";"1414,42";"3,38";"3,09";"13,36";"14,01";"10,33";"1,23";"10,51";"11,23";"2,43";"3,44";"6,25";"4,01";"13,16";"9,37";"10,35";"-6,59";"10,09";"12,21";"9,29";"0,02";"0,04";"0,06";0;"285,39";"327,49";"19,55";"10,15"
41309;Spain;1999;ESP;40542232;"1,04E+12";"21,12";"5,56";"299,15";"23,47";"17,07";"277,38";"32,16";"20,02";"19,07";"4,23";"3,11";"12,52";"4,45";"3,26";"91,51";"2,06";"324,16";"20,03";"5,02";"451,38";"8575,53";"11171,17";"3555,22";"23,57";"286,05";"2600,09";"4247,25";"42,46";"35623,35";"7,22";"17,34";"0,49";"40,22";"13,22";"19,26";"17,36";"-37,17";"-9,25";"38,53";"1,35";"24,11";"9,45";"172,06";"19,28";"1,37";"18,51";"1454,44";"2,09";"1,2";"14,52";"15,42";"10,17";"13,59";"10,55";"11,28";"2,56";"4,03";"6,18";"4,13";"14,14";"10,04";"11,47";"-6,22";"10,55";"14,22";"9,35";"0,02";"0,04";"0,06";"0,01";"309,58";"352,16";"25,01";"19,25"
41310;Spain;2000;ESP;40741652;"1,11E+12";"26,08";"6,01";"311,11";"27,37";"4,25";"293,22";"15,45";"2,11";"20,29";"4,12";"3,03";"17,11";"0,28";"3,23";"93,21";"4,48";"339,15";"11,49";"5,02";"462,06";"8887,04";"11448,59";"3648,43";"28,09";"325,38";"2583,41";"4402,34";"51,15";"37506,43";"7,18";"4,13";"0,52";"39,33";"15,12";"10,06";"8,24";"-33,29";"-12,21";"39,22";"16,03";"24,25";"9,45";"170,48";"4,12";"1,45";"8,28";"1537,37";"2,41";"4,36";"15,06";"15,59";"9,59";"14,08";"10,59";"11,33";"0,19";"4,24";"6,11";"4,24";"15,14";"10,14";"13,05";"-9,22";"1,59";"17,13";"9,41";"0,02";"0,04";"0,07";"0,01";"326,9";"369,38";"28,04";"10,02"
41311;Spain;2001;ESP;40966448;"1,16E+12";"15,14";"6,07";"324,29";"13,17";"0,56";"294,42";"16,59";"12,48";"21,48";"4,04";"2,58";"17,11";"4,28";"3,15";"82,38";"2,38";"336,14";"11,15";"4,48";"471,38";"9195,53";"11728,01";"3731,22";"30,47";"365,07";"2553,54";"4578,12";"44,25";"39018,45";"7,12";"2,38";"0,05";"40,37";"16,16";"24,18";"16,29";"-29,47";"-11,03";"40,21";"16,12";"23,39";"9,31";"175,38";"6,15";"1,45";"4,29";"1611,13";"17,31";"4,34";"15,27";"14,36";"2,46";"14,17";"11,04";"11,36";"3,22";"4,46";"6,04";"4,36";"16,09";"10,07";"1,24";"-8,59";"11,36";"2,11";"9,47";"0,02";"0,05";"0,07";"0,01";"348,6";"367,8";"38,32";"18,15"
41312;Spain;2002;ESP;41477652;"1,21E+12";"15,53";"6,14";"332,35";"22,21";"13,39";"320,16";"41,14";"12,47";"17,25";"4,22";"3,16";"8,03";"4,35";"3,26";"105,17";"5,12";"372,17";"18,52";"4,58";"487,31";"9527,03";"12048,17";"3820,58";"33,56";"410,35";"2527,21";"4750,52";"56,31";"38945,18";"6,39";"3,09";"0,05";"45,27";"2,26";"13,29";"21,27";"-26,34";"-6,18";"40,18";"16,09";"23,03";"9,15";"174,32";"7,13";"1,48";"12,06";"1616,15";"17,26";"5,25";1;"15,39";"9,21";"14,27";"1,07";"0,7";"3,34";"5,09";"5,59";"4,49";"1,22";"10,37";"15,18";"-4,51";"12,23";"3,14";"9,53";"0,02";"0,05";"0,07";"0,01";"365,3";"384,46";"41,07";"9,46"
41313;Spain;2003;ESP;42230268;"1,25E+12";"16,38";"0,38";"341,32";"10,22";"1,32";"336,36";"6,08";"14,16";"17,23";"4,17";"3,09";"23,04";"4,28";"3,17";"88,53";"17,36";"359,05";"16,13";"4,46";"517,48";"9868,35";"12369,13";"3894,11";"34,16";"466,13";"2522,25";"4933,01";"54,25";"40420,36";"7,01";"1,9";"0,45";"55,39";"4,34";"14,17";"22,23";"-20,36";"-5,41";"40,17";"15,51";"24,04";"9,29";"182,09";"7,41";"1,48";"13,33";"1707,27";"15,25";"4,36";"16,02";"13,21";"8,57";"14,35";"11,15";"11,42";"3,43";"5,35";"5,54";"5,01";"2,12";"9,11";"1,09";"-4,07";"12,19";"3,09";"9,59";"0,02";"0,05";"0,07";"0,01";"374,3";"393,44";"27,18";"16,36"
