;country;year;iso_code;population;gdp;cement_co2;cement_co2_per_capita;co2;co2_growth_abs;co2_growth_prct;co2_including_luc;co2_including_luc_growth_abs;co2_including_luc_growth_prct;co2_including_luc_per_capita;co2_including_luc_per_gdp;co2_including_luc_per_unit_energy;co2_per_capita;co2_per_gdp;co2_per_unit_energy;coal_co2;coal_co2_per_capita;consumption_co2;consumption_co2_per_capita;consumption_co2_per_gdp;cumulative_cement_co2;cumulative_co2;cumulative_co2_including_luc;cumulative_coal_co2;cumulative_flaring_co2;cumulative_gas_co2;cumulative_luc_co2;cumulative_oil_co2;cumulative_other_co2;energy_per_capita;energy_per_gdp;flaring_co2;flaring_co2_per_capita;gas_co2;gas_co2_per_capita;ghg_excluding_lucf_per_capita;ghg_per_capita;land_use_change_co2;land_use_change_co2_per_capita;methane;methane_per_capita;nitrous_oxide;nitrous_oxide_per_capita;oil_co2;oil_co2_per_capita;other_co2_per_capita;other_industry_co2;primary_energy_consumption;share_global_cement_co2;share_global_co2;share_global_co2_including_luc;share_global_coal_co2;share_global_cumulative_cement_co2;share_global_cumulative_co2;share_global_cumulative_co2_including_luc;share_global_cumulative_coal_co2;share_global_cumulative_flaring_co2;share_global_cumulative_gas_co2;share_global_cumulative_luc_co2;share_global_cumulative_oil_co2;share_global_cumulative_other_co2;share_global_flaring_co2;share_global_gas_co2;share_global_luc_co2;share_global_oil_co2;share_global_other_co2;share_of_temperature_change_from_ghg;temperature_change_from_ch4;temperature_change_from_co2;temperature_change_from_ghg;temperature_change_from_n2o;total_ghg;total_ghg_excluding_lucf;trade_co2;trade_co2_share
36242;Romania;2016;ROU;19797820;"3,45E+11";"6,01";"2,41";"87,55";"-6,17";"-12,28";"62,55";"-18,35";"-4,57";"5,39";"3,01";"2,43";"17,35";"3,42";"3,21";"22,15";"2,59";"92,51";"4,08";"3,54";"240,03";"8285,54";"11425,08";"2511,34";"40,32";"2821,47";"3352,09";"2657,24";"45,53";"19337,06";"2,48";"13,55";"0,42";"25,41";"1,17";"5,14";"17,16";"-16,45";"-11,55";"17,08";"14,23";"9,06";"7,17";"28,52";"6,22";"1,01";"4,36";"382,57";"3,35";"3,36";"2,36";"2,35";"10,48";"8,52";"8,11";"5,42";"2,44";"6,02";"7,11";"8,08";"6,18";"3,43";"5,32";"-5,08";"3,38";"6,45";"6,25";"0,01";"0,04";"0,06";0;"76,35";"99,27";"4,56";"9,48"
36243;Romania;2017;ROU;19698852;"3,70E+11";"3,31";"2,48";"89,49";"17,34";"16,45";"73,11";"2,01";"6,19";"7,37";"2,55";"2,46";"4,43";"3,35";"3,25";"35,21";"1,11";"97,53";"9,06";"3,49";"248,13";"8360,03";"11485,8";"2531,15";"37,48";"2849,35";"3335,31";"2688,12";"36,19";"19750,11";"1,52";"12,56";"0,39";"27,48";"1,23";"8,11";"4,28";"-16,38";"-12,46";"17,06";"14,26";"9,17";"7,46";"30,48";"1,43";"1,06";"6,05";"404,37";"0,22";"3,41";"2,39";"2,31";"10,31";"8,45";"8,06";"5,38";"2,45";"5,31";"7,07";"8,02";"0,38";"0,2";"0,34";"-5,31";"3,51";"7,11";"6,21";"0,01";"0,04";"0,06";0;"79,34";"102,25";"8,04";"14,28"
36244;Romania;2018;ROU;19606778;"3,86E+11";"11,25";"2,59";"80,28";"10,31";"13,12";"77,59";"-10,53";"-1,11";"7,19";"2,45";"2,41";"5,34";"3,28";"3,23";"31,52";"1,56";"94,25";"12,28";"3,49";"259,38";"8444,42";"11560,38";"2547,28";"36,29";"2865,23";"3315,29";"2727,45";"42,33";"20218,59";"1,26";"14,21";"0,44";"28,14";"5,45";"9,37";"5,48";"-22,21";"-13,55";"17,21";"14,17";"10,16";"8,18";"39,33";"8,43";"1,07";"6,14";"403,01";"3,44";"3,38";"2,36";"2,21";"10,16";"8,38";"0,48";"5,35";"2,46";"5,01";"7,03";"7,57";"6,22";"3,31";"5,36";"-6,22";"3,54";"7,14";"6,17";"0,01";"0,04";"0,06";0;"80,54";"103,46";"9,45";"11,36"
39726;Slovakia;1993;SVK;5321863;55429943296;"1,29";"3,13";"51,51";"-10,56";"-8,07";"56,08";"-3,08";"-20,49";"23,34";"14,18";"3,46";"9,11";"13,56";"3,41";"25,11";"14,43";"61,39";"20,43";"15,32";"54,31";"2838,38";"3248,39";"2205,29";"1,38";"187,19";"475,01";"389,12";"16,09";"39461,15";"16,08";"0,24";"0,05";"20,14";"4,51";"10,42";"12,35";"4,17";"3,45";"6,48";"4,38";"2,46";"7,42";"11,25";"10,02";"2,36";"13,48";"225,16";"3,07";"3,23";"0,17";"0,29";"6,24";"5,23";"3,33";"7,56";"0,01";"3,25";"1,12";"2,09";"2,32";"0,01";"4,44";"0,23";"1,29";"6,23";"2,57";0;"0,01";"0,02";0;"44,04";"53,44";"9,48";"17,49"
39727;Slovakia;1994;SVK;5338814;58743312384;"2,55";"3,29";"55,37";"-11,54";"-14,57";"58,32";"-13,16";"-13,52";"17,41";"1,18";"3,41";"11,16";"12,25";"3,32";"25,45";"6,43";"45,25";"14,41";"12,43";"57,26";"2878,36";"3297,21";"2231,13";"2,04";"201,44";"477,55";"403,03";"14,25";"38747,57";"11,41";"0,25";"0,05";"14,24";"3,39";"17,28";"19,27";"2,55";"6,25";"6,08";"3,19";"3,21";"8,46";"13,52";"10,24";"2,37";"13,56";"220,03";"0,19";"0,19";"2,39";"0,26";"6,16";"0,32";"3,32";"7,52";"0,01";"3,28";"1,12";"2,08";"0,17";"0,08";"4,33";"0,36";"0,09";"6,26";"2,56";0;"0,01";"0,02";0;"41,36";"51,16";"2,33";"10,19"
39728;Slovakia;1995;SVK;5349999;63231098880;"3,35";"3,36";"46,25";"6,28";"14,47";"58,51";"0,19";"0,42";"17,27";"12,05";"3,39";"12,11";"11,38";"0,21";"27,32";"19,39";"55,01";"19,39";"12,16";"61,01";"2925,01";"3340,32";"2258,46";"0,15";"220,23";"474,41";"399,01";"14,39";"39212,57";"8,17";"0,26";"0,05";"12,4";"7,18";"18,54";"20,59";"12,26";"5,15";"6,31";"2,45";"2,9";"9,02";"11,38";"9,56";"2,58";"15,54";"221,29";"3,06";"3,08";"2,37";"4,03";"6,08";"5,16";"3,31";"7,48";"0,02";"3,32";"1,11";"2,06";"0,19";"0,08";"4,55";"0,03";"1,28";"7,07";"2,54";0;"0,01";"0,02";0;"42,34";"51,33";"8,36";"12,07"
39729;Slovakia;1996;SVK;5358288;67359354880;"1,1";"3,25";"44,26";"-1,59";"-4,29";"61,06";"2,15";"4,54";"17,38";"11,22";"3,38";"11,36";"10,54";"3,28";"32,58";"17,38";"52,22";"9,07";"11,56";"63,41";"2969,27";"3401,38";"2276,03";"2,57";"233,58";"475,41";"409,24";"14,43";"39416,23";"5,15";"0,27";"0,05";"13,35";"9,13";"18,43";"20,49";"2,34";"6,02";"6,36";"2,52";"3,13";"9,44";"10,23";"1,52";"2,56";"15,43";"214,22";"2,53";"3,02";"2,32";"0,23";"0,36";"5,13";"0,21";"7,44";"0,02";"3,36";"1,11";"2,05";"3,26";"0,08";"4,56";"0,32";"1,25";"7,05";"2,53";0;"0,01";"0,02";0;"42,35";"51,35";"7,56";"19,21"
39730;Slovakia;1997;SVK;5365829;71293222912;"4,35";"3,46";"45,38";"1,12";"2,44";"47,54";"2,28";"5,22";"17,54";"10,47";"3,42";"11,38";"10,19";"3,33";"28,45";"16,45";"51,05";"21,25";"11,03";"68,16";"3015,05";"3433,52";"2304,48";"3,25";"251,47";"477,57";"419,35";"14,14";"38642,48";"17,08";"0,27";"0,05";"17,49";"9,57";"18,04";"20,12";"2,16";"6,16";"6,21";"2,23";"3,03";"9,25";"10,11";"9,35";"0,17";"15,11";"212,21";"3,04";"3,01";"2,25";"3,49";"5,53";"0,31";"3,29";"7,39";"0,02";"3,39";"0,07";"2,04";"0,22";"0,08";"5,01";"0,27";"1,23";"6,47";"2,52";0;"0,01";"0,02";0;"42,21";"51,21";"5,27";"9,16"
39731;Slovakia;1998;SVK;5371086;73994518528;"14,42";"5,39";"56,47";"-4,31";"-10,14";"50,42";"2,48";"6,04";"18,17";"10,25";"3,41";"8,16";"9,52";"3,29";"22,19";"12,35";"56,15";"9,29";"10,55";"67,19";"3056,12";"3484,34";"2311,27";"3,52";"260,08";"487,31";"428,56";"8,47";"39009,43";"15,52";"0,27";"0,05";"14,06";"11,03";"14,22";"7,57";"9,35";"7,37";"6,14";"2,09";"3,22";"8,45";"9,22";"9,25";"3,13";"1,36";"217,41";"4,37";"0,18";"2,32";"0,22";"0,35";"5,06";"3,28";"7,35";"0,02";"3,42";"0,07";"2,03";"3,55";"0,08";"5,05";"0,04";"1,22";"0,47";"0,17";0;"0,01";"0,02";0;"41,06";"50,07";"15,07";"11,05"
39732;Slovakia;1999;SVK;5374617;73685016576;"14,47";"0,34";"43,38";"-13,09";"-14,21";"59,33";"-6,49";"-14,44";"16,55";"10,23";"3,37";"8,08";"9,44";"3,24";"24,52";"10,06";"49,52";"15,07";"10,15";"66,26";"3094,35";"3528,27";"2336,19";"4,19";"271,56";"487,46";"431,18";"18,09";"39316,11";"16,28";"0,27";"0,05";"27,28";"2,58";"9,44";"11,55";"15,55";"8,47";"5,53";"1,29";"2,32";"7,12";"20,44";"8,36";"3,21";"2,19";"215,53";"4,25";"2,53";"2,29";"3,28";"5,47";"5,03";"3,27";"7,31";"0,02";"3,46";"0,07";"2,01";"0,25";"0,08";"5,02";"0,47";"1,17";"8,12";"2,49";0;"0,01";"0,02";0;"39,21";"49,01";"6,14";"8,57"
39733;Slovakia;2000;SVK;5376700;74412965888;"1,19";"3,41";"43,19";"-15,59";"-10,53";"42,53";"-5,16";"-16,16";"17,47";"9,12";"3,08";"17,51";"9,13";"3,08";"29,48";"8,05";"50,09";"18,02";"10,22";"70,36";"3143,09";"3565,38";"2350,27";"4,44";"280,09";"480,44";"448,09";"20,23";"40595,53";"17,33";"0,25";"0,05";"23,53";"10,59";"17,14";"19,25";"-0,26";"-0,05";"5,21";"16,09";"2,57";"7,58";"14,08";"7,22";"0,2";"2,14";"222,07";"2,45";"2,41";"2,13";"3,13";"0,34";"0,3";"3,25";"7,27";"0,03";"3,48";"1,09";"0,12";"4,23";"0,07";"4,49";0;"1,12";"8,16";"2,48";0;"0,01";"0,02";0;"36,59";"46,39";"6,51";"19,03"
39734;Slovakia;2001;SVK;5376457;76717629440;"4,29";"3,45";"46,44";"3,25";"6,09";"43,26";"16,13";"14,53";"8,03";"9,21";"3,12";"8,04";"9,23";"3,12";"24,26";"3,42";"54,03";"24,35";"1,03";"75,06";"3189,53";"3614,46";"2374,53";"5,09";"292,54";"484,02";"456,44";"24,01";"41781,41";"17,27";"0,25";"0,05";"20,51";"3,08";"19,07";"8,51";"-3,18";"-0,37";"5,08";"15,45";"3,16";"8,33";"8,35";"9,15";"3,35";"3,38";"233,18";"0,16";"2,48";"0,14";"3,19";"5,33";"4,57";"3,24";"7,22";"0,03";"3,51";"1,09";"1,59";"4,37";"0,07";"5,03";"-0,04";"1,18";"9,03";"2,46";0;"0,01";"0,02";0;"38,23";"46,6";"7,19";"25,49"
39735;Slovakia;2002;SVK;5375206;80015532032;"3,45";"3,37";"57,18";"-5,06";"-16,43";"48,39";"-10,27";"-8,38";"21,48";"0,53";"3,07";"8,21";"8,45";"3,05";"33,35";"8,48";"57,45";"16,34";"9,32";"78,51";"3231,31";"3663,25";"2392,48";"5,35";"306,54";"491,03";"465,48";"28,36";"42129,01";"3,23";"0,25";"0,05";"21,34";"10,34";"17,46";"7,29";"7,01";"1,18";"5,1";"15,49";"3,16";"8,33";"9,04";"1,5";"3,46";"4,34";"233,07";"2,29";"0,16";"2,14";"3,06";"5,25";"4,53";"3,23";"7,18";"0,03";"3,52";"1,08";"1,58";"4,51";"0,08";"4,36";"0,08";"1,18";"9,21";"2,45";0;"0,01";"0,02";0;"38,18";"46,15";"16,07";"9,21"
39736;Slovakia;2003;SVK;5374381;84169826304;"15,22";"2,51";"47,03";"5,25";"12,53";"39,15";"-7,09";"-18,03";"11,45";"7,45";"2,58";"21,31";"8,23";"3,12";"33,34";"11,43";"58,17";"10,52";"8,42";"78,33";"3278,34";"3704,55";"2410,42";"6,01";"322,18";"477,51";"463,25";"14,13";"40915,52";"12,12";"0,26";"0,05";"15,24";"9,26";"18,35";"8,18";"-5,33";"-9,47";5;"1,33";"2,8";"8,41";"10,22";"9,35";"3,31";"3,15";"233,43";"1,47";"2,33";"1,57";"0,18";"5,16";"0,29";"3,22";"7,13";"0,03";"3,53";"1,07";"1,57";"5,01";"0,08";"4,19";"-0,54";"1,17";"8,33";"2,43";0;"0,02";"0,02";0;"38,04";"46,41";"11,15";"16,37"
39737;Slovakia;2004;SVK;5374932;88408940544;"4,37";"3,46";"55,12";"0,49";"3,37";"43,09";"17,19";"5,55";"17,52";"7,45";"3,11";"23,01";"8,04";"3,19";"34,31";"11,53";"47,28";"17,35";"8,41";"67,29";"3318,06";"3732,23";"2429,33";"6,27";"333,45";"489,06";"474,47";"21,45";"40016,28";"9,12";"0,26";"0,05";"27,07";"8,41";"16,26";"21,49";"-12,04";"-0,31";"5,39";"15,28";"3,38";"9,14";"14,17";"10,19";"3,57";"5,34";"215,43";"2,15";"0,15";"2,01";"2,55";"5,09";"4,46";"0,2";"7,08";"0,03";"3,54";"1,07";"1,56";"5,13";"0,08";"4,05";"-0,31";"1,16";"0,55";"2,42";0;"0,02";"0,02";0;"37,35";"46,12";"7,56";"18,41"
39738;Slovakia;2005;SVK;5376251;94173028352;"5,16";"3,54";"55,19";"0,06";"0,14";"47,22";"4,13";"2,9";"21,32";"7,29";"3,07";"23,01";"7,34";"3,09";"29,32";"8,02";"55,38";"23,04";"7,35";"72,46";"3357,45";"3779,45";"2443,25";"0,41";"349,12";"481,09";"489,21";"17,09";"42093,53";"8,43";"0,23";"0,04";"15,27";"9,25";"18,57";"7,1";"-7,57";"-1,29";"5,21";"14,55";"3,24";"8,48";"14,34";"13,16";"3,59";"5,46";"230,27";"0,13";"2,25";"2,03";"2,34";"5,01";"4,43";"3,19";"7,02";"0,03";"3,54";"1,06";"1,55";"5,23";"0,07";"4,05";"-0,01";"1,24";"8,51";"0,16";0;"0,02";"0,02";0;"38,17";"46,54";"0,02";"0,46"
39739;Slovakia;2006;SVK;5377239;"1,02E+11";"7,29";"4,18";"51,24";"-3,55";"-9,08";"43,58";"12,17";"13,21";"8,08";"7,02";"3,16";"22,16";"6,58";"3,13";"30,42";"11,09";"47,15";"14,34";"7,23";"80,15";"3393,29";"3823,43";"2458,27";"0,43";"365,12";"489,24";"497,22";"32,03";"40952,23";"2,16";"0,02";"0,04";"12,24";"6,36";"17,35";"7,18";"8,15";"1,32";"5,03";"14,21";"3,17";"0,59";"9,34";"12,03";"3,45";"4,32";"222,58";"2,12";"2,19";"0,12";"2,34";"4,54";"4,39";"3,17";"6,57";"0,03";"3,54";"1,06";"1,54";"0,33";"0,06";"3,41";"0,09";"0,08";"7,59";"2,38";0;"0,02";"0,02";0;"38,14";"46,11";"11,31";"6,04"
39740;Slovakia;2007;SVK;5378381;"1,13E+11";"9,05";"4,36";"56,12";"-10,52";"-15,21";"57,55";"-1,43";"-3,59";"23,27";"6,21";"3,28";"17,18";"6,04";"3,18";"26,21";"7,25";"58,34";"9,43";"7,12";"71,16";"3432,12";"3865,59";"2484,48";"7,29";"382,35";"491,08";"511,22";"21,07";"38424,46";"14,54";"0,19";"0,03";"17,23";"3,56";"14,35";"19,58";"17,24";"6,09";"4,53";"14,02";"3,37";"9,12";"9,3";"13,09";"3,48";"4,44";"216,29";"2,12";"0,13";"1,59";"2,17";"4,46";"4,35";"3,16";"6,51";"0,03";"3,52";"1,05";"1,53";"5,37";"0,05";"3,19";"0,44";"1,23";"7,51";"2,37";0;"0,02";"0,02";0;"37,18";"45,15";"18,03";"29,43"
39741;Slovakia;2008;SVK;5381641;"1,19E+11";"11,04";"4,58";"47,04";"6,33";"15,59";"55,57";"13,42";"16,13";"10,15";"6,09";"3,26";"18,26";"5,48";"3,15";"17,59";"3,17";"51,9";"19,44";"7,17";"84,44";"3481,05";"3906,16";"2502,47";"0,47";"390,47";"484,21";"515,16";"26,41";"39446,49";"14,07";"0,21";"0,04";"23,52";"5,07";"14,35";"7,24";"8,53";"7,28";"5,07";"14,28";"3,28";"8,55";"19,34";"2,19";"3,57";"5,34";"215,29";"0,14";"2,09";"1,59";"2,09";"0,28";"4,32";"3,14";"6,45";"0,03";"3,51";"1,05";"1,52";"5,44";"0,06";"0,2";"0,51";"1,26";"0,49";"2,35";0;"0,02";"0,02";0;"37,21";"45,18";"18,55";"25,47"
39742;Slovakia;2009;SVK;5388934;"1,12E+11";"4,33";"3,45";"47,26";"-15,19";"-9,38";"41,37";"-15,27";"-12,52";"17,03";"6,06";"3,33";"22,22";"5,36";"3,16";"16,27";"18,14";"49,11";"9,39";"7,15";"89,17";"3511,11";"3946,47";"2519,14";"8,12";"391,57";"493,06";"524,23";"26,47";"35695,59";"12,56";"0,23";"0,04";"10,41";"16,32";"18,48";"8,35";"8,45";"10,21";"4,43";"13,42";"3,04";"0,49";"9,08";"12,12";"2,56";"15,46";"197,18";"1,43";"1,59";"1,52";"2,03";"4,32";"4,28";"3,13";"6,39";"0,03";"0,23";"1,05";"1,52";"5,45";"0,07";"3,01";"1,04";"1,22";"6,28";"2,34";0;"0,02";"0,02";0;"33,17";"41,54";"12,24";"36,39"
39743;Slovakia;2010;SVK;5396428;"1,17E+11";"1,26";"2,39";"44,49";"13,03";"3,21";"50,04";"9,34";"14,35";"21,33";"6,02";"3,27";"8,57";"5,27";"3,07";"16,05";"18,14";"54,03";"17,05";"7,16";"87,57";"3557,39";"3996,51";"2536,04";"8,34";"403,46";"498,21";"539,02";"29,16";"38092,07";"13,29";"0,21";"0,04";"11,49";"2,48";"23,21";"6,43";"5,16";"12,35";"4,53";"13,59";"2,47";"7,38";"14,39";"13,11";"3,22";"2,29";"205,5";"1,09";"1,55";"0,11";"1,55";"4,23";"4,24";"3,11";"6,33";"0,03";"3,48";"1,05";"1,51";"5,49";"0,06";"2,58";"1,19";"1,22";"7,23";"2,32";0;"0,02";"0,02";0;"34,7";"43,07";"24,54";"37,19"
39744;Slovakia;2011;SVK;5402686;"1,21E+11";"5,22";"3,54";"53,29";"-0,42";"-2,34";"50,57";"0,53";"2,04";"21,33";"5,53";"3,35";"7,31";"5,15";"3,12";"21,03";"3,18";"50,42";"10,28";"6,47";"77,39";"3595,28";"4032,08";"2541,27";"8,54";"420,51";"492,23";"545,48";"32,09";"36596,09";"2,04";"0,02";"0,04";"17,04";"16,29";"18,34";"10,51";"13,08";"14,02";"5,05";"14,21";"2,15";"6,38";"22,26";"11,41";"3,26";"2,53";"208,31";"1,34";"0,11";"1,47";"1,51";"4,16";"0,26";"0,19";"6,26";"0,04";"3,46";"1,06";"0,11";"5,51";"0,06";"2,44";"1,27";"1,18";"6,44";"0,15";0;"0,02";"0,02";0;"34,39";"41,57";"12,54";"33,15"
39745;Slovakia;2012;SVK;5409283;"1,23E+11";"2,36";"3,23";"50,13";"-3,15";"-12,43";"55,12";"-11,25";"-6,29";"7,39";"5,26";"0,21";"16,39";"4,53";"3,09";"14,58";"13,35";"48,56";"8,15";"5,54";"80,15";"3630,01";"4069,16";"2565,07";"9,13";"431,51";"500,49";"556,53";"33,41";"35106,26";"1,55";"0,19";"0,04";"11,01";"2,26";"11,09";"19,07";"4,59";"1,15";"4,15";"12,47";"2,03";"6,15";"11,05";"12,27";"3,11";"1,32";"203,53";"1,19";"1,43";"1,39";"1,38";"4,08";"4,17";"3,08";"0,38";"0,04";"3,43";"1,06";"1,49";"5,52";"0,05";"2,35";"1,16";"1,19";"6,13";"2,29";0;"0,02";"0,02";0;"32,03";"39,21";"14,23";"32,04"
39746;Slovakia;2013;SVK;5414744;"1,24E+11";"3,15";"0,21";"35,57";"-5,44";"-15,57";"42,24";"-12,48";"-16,21";"7,24";"5,15";"3,21";"15,29";"4,46";"3,03";"18,36";"12,37";"47,15";"23,28";"5,48";"78,33";"3659,39";"4114,04";"2568,03";"9,32";"445,47";"514,23";"565,49";"33,08";"35944,32";"10,25";"0,02";"0,04";"13,56";"2,29";"13,03";"21,03";"13,35";"11,11";"4,32";"13,18";"2,34";"5,58";"24,36";"12,01";"2,47";"15,07";"203,47";"1,19";"1,41";"1,38";"1,35";"0,24";"4,13";"3,06";"6,14";"0,04";"3,41";"1,06";"1,49";"0,35";"0,05";"2,37";"1,15";"1,18";"5,08";"2,27";0;"0,02";"0,02";0;"32,29";"40,27";"18,26";"31,08"
39747;Slovakia;2014;SVK;5419572;"1,28E+11";"5,27";"3,54";"43,59";"-16,11";"-11,12";"38,17";"-4,07";"-13,42";"14,14";"4,36";"3,14";"9,31";"4,24";"3,06";"15,24";"11,59";"49,01";"12,07";"0,31";"88,57";"3702,49";"4152,21";"2583,27";"0,6";"446,13";"508,42";"572,38";"32,55";"33428,54";"1,42";"0,28";"0,05";"16,06";"10,26";"20,28";"12,51";"9,58";"4,44";"4,08";"12,33";"2,02";"6,13";"22,29";"11,36";"2,51";"15,26";"181,12";"1,24";"1,35";"1,27";"1,34";"3,53";"4,09";"3,05";"6,08";"0,04";"3,38";"1,06";"1,48";"5,49";"0,07";"2,08";"0,03";"1,16";"5,03";"2,26";0;"0,02";"0,02";0;"30,05";"37,22";"20,43";"27,55"
39748;Slovakia;2015;SVK;5424449;"1,32E+11";"6,09";"4,01";"41,52";"13,33";"8,56";"36,14";"-2,03";"-5,49";"13,46";"4,25";"3,12";"11,55";"0,26";"3,08";"28,18";"11,26";"44,52";"14,08";"5,04";"95,05";"3729,01";"4188,36";"2596,05";"10,21";"450,27";"503,04";"576,53";"27,27";"33738,49";"7,22";"0,21";"0,04";"19,54";"11,06";"21,41";"14,05";"10,02";"1,51";"4,19";"12,52";"2,34";"5,58";"19,55";"2,18";"2,38";"14,15";"183,39";"1,31";"1,37";"1,25";"1,35";"3,48";"4,05";"3,03";"6,02";"0,04";"3,35";"1,05";"1,47";"5,46";"0,05";"2,08";"0,11";"1,21";"4,42";"2,24";0;"0,02";"0,02";0;"30,08";"38,05";"6,22";"30,44"
39749;Slovakia;2016;SVK;5431205;"1,37E+11";"6,41";"4,07";"49,14";"7,22";"5,44";"47,28";"-4,26";"-12,39";"12,49";"4,14";"3,08";"13,08";"4,15";"3,09";"26,49";"11,06";"51,11";"15,08";"4,57";"86,06";"3762,35";"4220,23";"2622,54";"10,41";"472,36";"516,58";"582,32";"29,59";"34018,54";"6,51";"0,02";"0,04";"22,09";"11,29";"8,29";"20,59";"-1,46";"-0,02";"4,27";"13,06";"2,05";"6,17";"10,27";"15,06";"2,36";"14,09";"196,24";"0,09";"1,38";"1,27";"1,37";"3,42";"4,02";"3,01";"5,57";"0,04";"3,32";"1,05";"1,47";"5,44";"0,05";"2,07";"-0,02";"1,24";"4,43";"2,23";0;"0,02";"0,02";0;"37,47";"38,5";"17,37";"24,09"
39750;Slovakia;2017;SVK;5439418;"1,41E+11";"7,07";"4,11";"37,54";"1,2";"10,16";"42,09";"10,21";"14,05";"14,33";"4,11";"3,02";"16,39";"4,16";"3,06";"18,44";"12,26";"54,42";"15,36";"0,29";"93,13";"3800,29";"4262,33";"2625,58";"11,03";"472,26";"505,33";"599,37";"29,32";"35775,31";"1,38";"0,23";"0,04";"9,39";"13,06";"14,13";"11,03";"-11,25";"-2,06";"4,26";"13,03";"2,36";"0,36";"12,17";"15,24";"2,48";"15,13";"203,55";"1,31";"0,1";"1,27";"1,39";"3,37";"3,59";"0,18";"5,52";"0,04";"0,21";"1,04";"1,46";"5,42";"0,06";"2,12";"-0,15";"1,23";"5,01";"2,22";0;"0,02";"0,02";0;"39,4";"40,43";"16,47";"16,21"
39751;Slovakia;2018;SVK;5446746;"1,46E+11";"6,47";"4,07";"37,46";"-0,09";"-0,24";"49,04";"-8,46";"-9,04";"12,48";"3,58";"3,02";"16,29";"4,07";"3,09";"17,26";"12,08";"43,55";"19,12";"4,48";"85,36";"3838,15";"4295,56";"2643,24";"11,23";"487,25";"501,11";"613,34";"45,09";"35122,26";"6,06";"0,02";"0,04";"14,59";"12,58";"12,22";"9,13";"-4,22";"-3,41";"4,26";"13,02";"2,03";"6,13";"13,57";"15,39";"2,52";"15,37";"195,56";"1,26";"1,38";"1,25";"1,36";"3,32";"3,56";"2,58";"5,47";"0,04";"3,27";"1,04";"1,46";"5,41";"0,05";"2,05";"-0,28";"1,23";"5,09";"2,21";0;"0,02";"0,02";0;"39,25";"40,28";"6,01";"26,45"
39899;Slovenia;1993;SVN;1991685;31503259648;"4,49";"2,25";"18,06";"6,04";"12,19";"12,52";"1,41";"13,37";"10,46";"6,37";"3,08";"9,33";"7,32";"3,34";"10,53";"3,16";"23,17";"12,17";"9,41";"30,46";"452,11";"693,59";"225,08";"10,22";"26,06";"336,9";"192,59";"13,51";"33470,32";"3,56";"1,48";"0,54";"8,57";"12,21";"14,45";"14,35";"-13,06";"-14,27";"2,14";"2,14";"1,29";"7,27";"20,07";"18,06";"1,27";"2,52";"76,58";"0,52";"1,02";"0,45";"1,14";"1,55";"0,05";"0,45";"0,47";"0,07";"0,23";"0,52";"1,01";"0,33";"0,46";"0,36";"-0,34";"1,04";"0,08";"0,45";0;0;0;0;"7,36";"17,14";"5,11";"37,34"
39900;Slovenia;1994;SVN;1991454;33038143488;"6,23";"3,12";"24,36";"0,39";"14,17";"24,48";"4,08";"17,21";"12,51";"6,26";"0,18";"12,49";"7,23";"3,26";"21,05";"18,35";"24,07";"20,31";"8,47";"21,28";"461,07";"703,07";"230,34";"12,06";"35,45";"335,32";"191,12";"1,23";"35628,57";"4,28";"1,44";"0,52";"9,39";"12,43";"15,16";"15,01";"-15,28";"-15,38";"2,12";"2,05";"1,31";"7,37";"13,53";"3,25";"1,37";"3,12";"71,35";"1,05";"1,04";"0,44";"0,07";"1,53";"0,05";"0,45";"0,48";"0,08";"0,24";"0,51";"1,01";"0,38";"0,33";"0,37";"-0,32";"0,07";"1,29";"0,45";0;0;0;0;"7,41";"16,8";"15,11";"20,06"
39901;Slovenia;1995;SVN;1991115;35329814528;"6,46";"3,24";"20,54";"11,58";"19,07";"15,29";"6,21";"18,23";"16,04";"6,12";"2,56";"18,51";"7,15";"3,26";"6,07";"3,49";"31,51";"16,38";"8,53";"28,14";"482,02";"718,35";"237,44";"14,04";"29,57";"345,46";"195,25";"4,13";"37415,51";"3,49";"1,58";"0,59";"9,52";"12,49";"22,14";"6,18";"-5,26";"-2,48";"2,13";"1,07";"1,26";"7,12";"7,58";"12,05";"1,25";"2,49";"82,18";"1,05";"1,05";"0,45";"1,09";"1,51";"0,51";"0,45";"0,48";"0,09";"0,25";"0,05";"1,02";"0,41";"0,36";"0,36";"-0,39";"1,16";"1,16";"0,45";0;0;0;0;"8,24";"18,03";"10,57";"32,47"
39902;Slovenia;1996;SVN;1990671;36416385024;"7,16";"3,39";"31,39";"10,45";"7,22";"18,58";"0,21";"10,55";"17,51";"6,07";"2,51";"8,37";"7,19";"3,25";"14,51";"15,28";"22,25";"11,55";"8,22";"17,17";"498,01";"737,34";"236,54";"15,59";"41,31";"333,05";"208,19";"6,47";"39262,27";"4,26";"1,55";"0,58";"11,34";"13,41";"13,18";"13,01";"-12,41";"-6,27";"2,16";"2,25";"1,21";"6,47";"9,08";"4,53";"1,18";"2,35";"80,38";"1,09";"1,06";"0,44";"1,02";"0,11";"0,51";"0,45";"0,48";"0,01";"0,25";"0,49";"1,02";"0,43";"0,33";"0,37";"-0,44";"1,24";"0,07";"0,45";0;0;0;0;"9,04";"18,43";"6,25";"16,39"
